,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
125,2021-03-30,5.0,2857.21,27.72,61.69,303.27,42.44,268.35,367.7,97.28
126,2021-03-31,5.0,921.25,0.77,14.91,194.55,39.1,157.89,222.33,24.07
127,2021-04-01,5.0,1228.33,1.65,29.13,203.13,34.33,86.99,115.39,28.63
128,2021-04-02,5.0,1174.93,3.63,28.1,220.3,31.95,84.66,111.9,27.87
129,2021-04-03,5.0,974.66,2.52,20.39,246.05,34.33,87.46,103.4,27.87
130,2021-04-04,5.0,1041.41,3.58,22.28,220.3,34.33,71.14,98.29,28.37
131,2021-04-05,5.0,2403.26,17.21,43.87,317.57,40.05,167.76,225.82,39.52
132,2021-04-06,5.0,1375.2,1.01,37.36,240.33,26.7,135.19,163.38,29.39
133,2021-04-07,5.0,1054.76,0.55,16.28,231.74,27.9,166.37,188.75,26.6
134,2021-04-08,5.0,2536.77,15.42,50.72,257.49,39.1,247.93,306.55,86.13
135,2021-04-09,5.0,921.25,1.69,18.51,268.94,44.82,121.04,153.01,24.83
136,2021-04-10,5.0,947.95,2.77,20.91,288.96,42.92,117.88,141.56,26.35
137,2021-04-11,5.0,1094.82,4.19,23.31,240.33,23.84,74.4,100.92,27.36
138,2021-04-12,5.0,1054.76,2.74,24.68,237.47,39.1,88.38,130.45,27.36
139,2021-04-13,5.0,1482.01,4.86,33.24,220.3,37.67,106.87,167.78,32.93
140,2021-04-14,5.0,1815.8,7.94,37.36,274.66,35.29,144.81,204.59,33.44
141,2021-04-15,5.0,1695.63,2.1,52.09,208.86,37.19,118.53,175.78,42.56
142,2021-04-16,5.0,2590.18,16.99,77.46,323.3,60.08,213.65,273.12,71.94
143,2021-04-17,5.0,1628.88,0.27,37.01,178.81,20.27,149.06,180.91,38.0
144,2021-04-18,5.0,1642.23,4.64,37.36,240.33,66.76,115.34,147.95,46.1
145,2021-04-19,5.0,1094.82,1.72,24.68,188.83,26.94,72.49,108.8,27.61
146,2021-04-20,5.0,1922.61,9.72,42.5,294.69,42.44,127.96,174.02,35.47
147,2021-04-21,5.0,1054.76,0.27,20.74,140.19,16.69,56.12,82.22,28.63
148,2021-04-22,5.0,787.74,0.96,9.94,191.69,15.14,74.62,81.26,17.99
149,2021-04-23,5.0,1642.23,8.49,36.33,185.97,22.41,91.01,123.01,33.44
