ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-09-23,2.7865864886763214,-0.12413582219293245,2.3656473268265454,2.786586131613096,2.7865868167982573,-1.6589372087752976,-1.6589372087752976,-1.6589372087752976,-0.09044638721142695,-0.09044638721142695,-0.09044638721142695,-1.5684908215638707,-1.5684908215638707,-1.5684908215638707,0.0,0.0,0.0,1.1276492799010238
2024-09-24,2.7860821093521313,0.07245085559552422,2.6597637240484864,2.7860817474542614,2.7860824382719285,-1.411257329163404,-1.411257329163404,-1.411257329163404,0.06710815070016281,0.06710815070016281,0.06710815070016281,-1.4783654798635668,-1.4783654798635668,-1.4783654798635668,0.0,0.0,0.0,1.3748247801887272
2024-09-25,2.7855777300279416,0.2423969426968201,2.937527030937745,2.7855773632954253,2.7855780607154474,-1.1704230367678436,-1.1704230367678436,-1.1704230367678436,0.20562701663547744,0.20562701663547744,0.20562701663547744,-1.376050053403321,-1.376050053403321,-1.376050053403321,0.0,0.0,0.0,1.615154693260098
2024-09-26,2.785073350703752,0.33622086306293,2.8479405814960326,2.785072979416949,2.7850736851695816,-1.2193004928783888,-1.2193004928783888,-1.2193004928783888,0.04316560000007885,0.04316560000007885,0.04316560000007885,-1.2624660928784674,-1.2624660928784674,-1.2624660928784674,0.0,0.0,0.0,1.5657728578253631
2024-09-27,2.784568971379562,0.4607048514177646,3.072061794270512,2.7845685965136937,2.7845693095970594,-1.0433456798732907,-1.0433456798732907,-1.0433456798732907,0.09539703061726934,0.09539703061726934,0.09539703061726934,-1.13874271049056,-1.13874271049056,-1.13874271049056,0.0,0.0,0.0,1.741223291506271
2024-09-28,2.7840645920553717,0.29169758910228083,2.9296136114061566,2.784064213610439,2.7840649336903436,-1.134496978474353,-1.134496978474353,-1.134496978474353,-0.1283002898873585,-0.1283002898873585,-0.1283002898873585,-1.0061966885869946,-1.0061966885869946,-1.0061966885869946,0.0,0.0,0.0,1.6495676135810187
2024-09-29,2.783560212731182,0.48933148501924967,2.9848278899358944,2.783559830707184,2.783560559153034,-1.058859527283829,-1.058859527283829,-1.058859527283829,-0.19255112085461848,-0.19255112085461848,-0.19255112085461848,-0.8663084064292105,-0.8663084064292105,-0.8663084064292105,0.0,0.0,0.0,1.724700685447353
2024-09-30,2.7830558334069924,0.6346619110157874,3.277032750929105,2.7830554479832132,2.783056180898838,-0.8111404843400742,-0.8111404843400742,-0.8111404843400742,-0.09044638721159526,-0.09044638721159526,-0.09044638721159526,-0.7206940971284791,-0.7206940971284791,-0.7206940971284791,0.0,0.0,0.0,1.9719153490669181
2024-10-01,2.7825514540828027,1.038255536848675,3.4393330731978318,2.7825510651071292,2.782551802114532,-0.5039668884562455,-0.5039668884562455,-0.5039668884562455,0.06710815070019573,0.06710815070019573,0.06710815070019573,-0.5710750391564412,-0.5710750391564412,-0.5710750391564412,0.0,0.0,0.0,2.278584565626557
2024-10-02,2.782047074758612,1.2227450469830063,3.819697029428744,2.7820466826559107,2.782047423285956,-0.21361734842072086,-0.21361734842072086,-0.21361734842072086,0.2056270166354992,0.2056270166354992,0.2056270166354992,-0.41924436505622004,-0.41924436505622004,-0.41924436505622004,0.0,0.0,0.0,2.5684297263378912
2024-10-03,2.781542695434423,1.247371688757572,3.80699077283265,2.7815422999922603,2.7815430456963264,-0.22386663190472456,-0.22386663190472456,-0.22386663190472456,0.043165600000048515,0.043165600000048515,0.043165600000048515,-0.26703223190477304,-0.26703223190477304,-0.26703223190477304,0.0,0.0,0.0,2.5576760635296982
2024-10-04,2.781038316110233,1.5014755073435173,4.0443244144621024,2.7810379176128617,2.7810386723617015,-0.020873111377453263,-0.020873111377453263,-0.020873111377453263,0.09539703061751326,0.09539703061751326,0.09539703061751326,-0.11627014199496652,-0.11627014199496652,-0.11627014199496652,0.0,0.0,0.0,2.76016520473278
2024-10-05,2.780533936786043,1.4201669788022904,3.979597748015951,2.7805335357819465,2.7805343001063543,-0.09705551667831608,-0.09705551667831608,-0.09705551667831608,-0.12830028988772982,-0.12830028988772982,-0.12830028988772982,0.031244773209413747,0.031244773209413747,0.031244773209413747,0.0,0.0,0.0,2.683478420107727
2024-10-06,2.7800295574618534,1.39536184140393,3.9464571730242,2.780029153951031,2.7800299231600634,-0.018766432605806693,-0.018766432605806693,-0.018766432605806693,-0.19255112085431794,-0.19255112085431794,-0.19255112085431794,0.17378468824851126,0.17378468824851126,0.17378468824851126,0.0,0.0,0.0,2.761263124856047
2024-10-07,2.7795251781376633,1.7429416311493888,4.2493868117485105,2.7795247722627368,2.7795255459953765,0.21927804900095854,0.21927804900095854,0.21927804900095854,-0.09044638721093477,-0.09044638721093477,-0.09044638721093477,0.30972443621189333,0.30972443621189333,0.30972443621189333,0.0,0.0,0.0,2.998803227138622
2024-10-08,2.7790207988134736,2.01147560941314,4.54477690708782,2.779020390341661,2.77902116883069,0.5046806634920605,0.5046806634920605,0.5046806634920605,0.06710815070022864,0.06710815070022864,0.06710815070022864,0.43757251279183185,0.43757251279183185,0.43757251279183185,0.0,0.0,0.0,3.283701462305534
2024-10-09,2.7785164194892835,2.246857588881256,4.851598074253002,2.778516007738559,2.778516791666004,0.7616260378060955,0.7616260378060955,0.7616260378060955,0.20562701663564362,0.20562701663564362,0.20562701663564362,0.5559990211704517,0.5559990211704517,0.5559990211704517,0.0,0.0,0.0,3.540142457295379
2024-10-10,2.778012040165094,2.295498071588001,4.8615284658417135,2.7780116262508057,2.778012414501317,0.7070255202264751,0.7070255202264751,0.7070255202264751,0.04316560000000695,0.04316560000000695,0.04316560000000695,0.6638599202264681,0.6638599202264681,0.6638599202264681,0.0,0.0,0.0,3.485037560391569
2024-10-11,2.7775076608409037,2.2620115744623233,4.972553143297961,2.7775072440619146,2.7775080373366303,0.8556140585083114,0.8556140585083114,0.8556140585083114,0.09539703061758414,0.09539703061758414,0.09539703061758414,0.7602170278907272,0.7602170278907272,0.7602170278907272,0.0,0.0,0.0,3.633121719349215
2024-10-12,2.777003281516714,2.14403400427114,4.719152534080943,2.777002861176044,2.777003660171944,0.7160530449128849,0.7160530449128849,0.7160530449128849,-0.1283002898867847,-0.1283002898867847,-0.1283002898867847,0.8443533347996696,0.8443533347996696,0.8443533347996696,0.0,0.0,0.0,3.493056326429599
2024-10-13,2.776498902192524,2.193348610591202,4.798678405766497,2.776498478290173,2.7764992830072575,0.7232321772021417,0.7232321772021417,0.7232321772021417,-0.19255112085442685,-0.19255112085442685,-0.19255112085442685,0.9157832980565686,0.9157832980565686,0.9157832980565686,0.0,0.0,0.0,3.4997310793946657
