dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2020-11-28 00:30:00,5,2483.37,1.16,56.21,4.83,11.09,262.11,314.09,15.58
2020-11-28 01:30:00,5,2136.23,0.27,45.24,8.94,6.62,238.81,281.43,10.13
2020-11-28 02:30:00,5,1815.8,0.06,35.3,16.99,5.25,218.77,251.11,7.09
2020-11-28 03:30:00,5,1348.5,0,22.28,47.92,7.09,187.86,209,5.95
2020-11-28 04:30:00,5,1174.93,0,18.51,52.93,6.86,175.22,191.69,5.57
2020-11-28 05:30:00,5,1121.52,0,18.17,49.35,6.74,167.73,182,5.51
2020-11-28 06:30:00,5,1121.52,0,19.54,44.35,7.75,159.91,173.83,6.21
2020-11-28 07:30:00,5,1228.33,0.23,23.99,35.41,10.01,157.37,173.85,8.87
2020-11-28 08:30:00,5,1295.09,3.35,23.99,36.48,12.52,155.53,174.79,12.54
2020-11-28 09:30:00,5,1121.52,3.69,18.85,67.95,20.03,144.15,162.23,14.69
2020-11-28 10:30:00,5,1041.41,2.93,15.77,98.71,22.89,146.55,164.38,16.09
2020-11-28 11:30:00,5,947.95,1.77,12,135.9,24.56,151.01,167.67,15.96
2020-11-28 12:30:00,5,594.14,0.69,5.66,158.79,19.31,90.12,98.8,9.88
2020-11-28 13:30:00,5,514.03,0.49,4.41,163.08,15.97,74.19,81.02,9.5
2020-11-28 14:30:00,5,514.03,0.43,4.67,167.37,15.5,74.23,80.75,10.13
2020-11-28 15:30:00,5,640.87,0.77,10.8,154.5,16.69,81.57,90.46,15.07
2020-11-28 16:30:00,5,867.84,0.69,21.25,127.32,18.12,100,113.53,21.28
2020-11-28 17:30:00,5,1094.82,0.06,31.19,98.71,18.12,118.64,136.71,25.08
2020-11-28 18:30:00,5,1375.2,0,41.13,71.53,18.12,142.51,166.4,29.64
2020-11-28 19:30:00,5,1735.69,0,49.35,47.21,18.12,175.97,207.77,34.96
2020-11-28 20:30:00,5,2056.12,0,53.47,33.26,17.41,212.71,251.97,35.47
2020-11-28 21:30:00,5,2269.75,0.01,56.21,26.46,15.97,244.66,288.1,27.11
2020-11-28 22:30:00,5,2403.26,0.02,56.89,23.6,14.31,271.01,315.84,19.25
2020-11-28 23:30:00,5,2376.56,0.01,54.84,24.68,11.44,283.73,324.83,13.17
2020-11-29 00:30:00,5,2056.12,0,44.55,35.05,9.18,272.96,305.21,9.25
2020-11-29 01:30:00,5,1695.63,0,32.9,47.21,8.58,254.23,279.49,8.23
2020-11-29 02:30:00,5,1468.66,0,27.08,50.78,7.87,237.02,257.61,7.98
2020-11-29 03:30:00,5,1321.79,0,23.65,52.21,7.09,215.34,232.45,7.98
2020-11-29 04:30:00,5,1241.68,0,21.94,47.21,5.9,194.13,209.6,8.23
2020-11-29 05:30:00,5,1214.98,0,22.28,38.98,5.66,179.94,194.96,8.74
2020-11-29 06:30:00,5,1281.74,0.03,25.02,28.97,6.74,174.36,190.79,10.01
