,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover
54,2021-01-18,1610908200,27.3,14.0,20.9,27.1,14.0,20.9,14.5,71.0,0.0,0.0,0.0
55,2021-01-19,1610994600,27.9,16.9,21.5,27.6,16.9,21.4,15.6,72.9,0.0,0.0,0.0
56,2021-01-20,1611081000,28.9,15.0,22.2,29.4,15.0,22.3,16.6,73.1,0.0,0.0,0.0
57,2021-01-21,1611167400,30.0,16.0,23.3,30.1,16.0,23.4,17.1,71.9,0.0,0.0,0.0
58,2021-01-22,1611253800,29.9,19.0,23.8,29.3,19.0,23.8,18.0,73.4,0.7,100.0,16.67
59,2021-01-23,1611340200,28.9,18.0,22.7,28.3,18.0,22.6,16.1,70.8,0.0,0.0,0.0
60,2021-01-24,1611426600,28.9,16.0,21.9,27.6,16.0,21.8,14.2,66.6,0.0,0.0,0.0
61,2021-01-25,1611513000,28.0,14.0,21.2,27.4,14.0,21.1,14.2,68.9,0.0,0.0,0.0
62,2021-01-26,1611599400,29.3,15.8,21.5,27.9,15.8,21.2,11.7,61.9,0.0,0.0,0.0
63,2021-01-27,1611685800,28.9,15.9,21.5,28.2,15.9,21.3,12.0,61.1,0.0,0.0,0.0
64,2021-01-28,1611772200,27.0,14.9,20.9,26.8,14.9,20.9,13.8,67.9,0.0,0.0,0.0
65,2021-01-29,1611858600,28.0,17.0,22.3,28.3,17.0,22.3,16.2,72.0,0.0,0.0,0.0
66,2021-01-30,1611945000,29.0,17.0,22.9,28.2,17.0,22.8,14.8,64.3,0.0,0.0,0.0
67,2021-01-31,1612031400,29.0,16.9,22.4,28.0,16.9,22.3,14.8,67.1,0.0,0.0,0.0
68,2021-02-01,1612117800,29.0,16.0,22.2,28.1,16.0,22.0,13.6,63.4,0.0,0.0,0.0
69,2021-02-02,1612204200,27.9,16.0,21.6,27.3,16.0,21.6,13.9,65.2,0.0,0.0,0.0
70,2021-02-03,1612290600,27.0,17.9,21.7,27.2,17.9,21.7,15.2,68.9,0.0,0.0,0.0
71,2021-02-04,1612377000,28.9,15.0,21.7,27.7,15.0,21.5,11.9,58.3,0.0,0.0,0.0
72,2021-02-05,1612463400,28.9,13.0,21.4,27.7,13.0,21.2,11.6,59.3,0.0,0.0,0.0
73,2021-02-06,1612549800,29.0,15.0,21.8,28.2,15.0,21.6,11.1,56.3,0.0,0.0,0.0
74,2021-02-07,1612636200,28.9,15.0,21.9,27.3,15.0,21.5,7.3,45.1,0.0,0.0,0.0
75,2021-02-08,1612722600,28.9,15.0,21.8,27.6,15.0,21.5,9.7,49.4,0.0,0.0,0.0
76,2021-02-09,1612809000,27.0,15.0,20.9,26.8,15.0,20.9,12.2,59.9,0.0,0.0,0.0
77,2021-02-10,1612895400,28.9,14.9,21.0,27.3,14.9,20.7,7.9,51.5,0.0,0.0,0.0
78,2021-02-11,1612981800,28.9,13.0,20.6,27.4,13.0,20.3,9.7,56.4,0.0,0.0,0.0
79,2021-02-12,1613068200,29.0,12.0,21.2,27.3,12.0,20.8,6.9,49.9,0.0,0.0,0.0
80,2021-02-13,1613154600,29.9,14.9,21.4,28.1,14.9,21.1,8.7,55.0,0.0,0.0,0.0
81,2021-02-14,1613241000,29.9,15.0,22.4,28.3,15.0,22.1,11.2,54.6,0.0,0.0,0.0
82,2021-02-15,1613327400,30.9,17.0,23.7,29.2,17.0,23.3,11.5,52.3,0.0,0.0,0.0
83,2021-02-16,1613413800,31.0,17.0,23.6,30.6,17.0,23.3,12.5,55.7,0.0,0.0,0.0
84,2021-02-17,1613500200,30.0,17.0,23.5,28.7,17.0,23.2,11.7,52.2,0.0,0.0,0.0
85,2021-02-18,1613586600,28.9,18.0,22.7,28.3,18.0,22.6,14.7,63.5,0.0,0.0,0.0
86,2021-02-19,1613673000,28.0,18.0,21.8,27.8,18.0,21.8,15.8,71.4,0.3,100.0,8.33
87,2021-02-20,1613759400,26.9,17.0,20.6,27.2,17.0,20.6,16.1,77.8,4.7,100.0,66.67
88,2021-02-21,1613845800,25.9,18.0,20.9,25.9,18.0,20.9,18.2,85.2,5.3,100.0,8.33
89,2021-02-22,1613932200,28.0,18.0,22.6,29.0,18.0,22.7,17.5,75.0,0.1,100.0,4.17
90,2021-02-23,1614018600,30.3,17.9,24.1,31.4,17.9,24.0,15.6,63.7,0.0,0.0,0.0
91,2021-02-24,1614105000,30.9,17.9,24.0,31.5,17.9,23.8,14.2,59.8,0.0,0.0,0.0
92,2021-02-25,1614191400,32.0,18.0,25.0,31.4,18.0,24.5,11.7,49.1,0.0,0.0,0.0
93,2021-02-26,1614277800,32.9,18.0,25.7,31.7,18.0,25.2,12.1,47.5,0.0,0.0,0.0
94,2021-02-27,1614364200,32.7,18.0,25.8,33.1,18.0,25.4,12.3,48.1,0.0,0.0,0.0
95,2021-02-28,1614450600,33.0,19.8,26.0,31.8,19.8,25.4,10.1,41.4,0.0,0.0,0.0
96,2021-03-01,1614537000,32.0,17.0,25.1,29.9,17.0,24.3,7.3,38.1,0.0,0.0,0.0
97,2021-03-02,1614623400,31.9,17.0,25.0,29.8,17.0,24.4,8.9,39.6,0.0,0.0,0.0
98,2021-03-03,1614709800,31.3,17.9,24.6,29.5,17.9,23.9,8.2,40.2,0.0,0.0,0.0
99,2021-03-04,1614796200,31.6,16.0,23.8,29.5,16.0,23.2,6.4,38.2,0.0,0.0,0.0
100,2021-03-05,1614882600,31.4,15.9,23.7,29.5,15.9,23.1,8.9,45.5,0.0,0.0,0.0
101,2021-03-06,1614969000,34.2,17.9,25.3,31.9,17.9,24.5,9.8,44.7,0.0,0.0,0.0
102,2021-03-07,1615055400,33.8,18.0,25.9,31.8,18.0,25.2,10.0,42.4,0.0,0.0,0.0
103,2021-03-08,1615141800,31.9,18.9,25.6,30.0,18.9,25.0,9.8,41.7,0.0,0.0,0.0
104,2021-03-09,1615228200,32.0,17.9,24.7,30.2,17.9,24.2,12.6,52.7,0.0,0.0,0.0
105,2021-03-10,1615314600,32.1,18.9,25.7,30.9,18.9,25.3,14.6,55.3,0.0,0.0,0.0
106,2021-03-11,1615401000,32.0,20.9,25.8,30.4,20.9,25.4,15.1,57.1,0.0,0.0,0.0
107,2021-03-12,1615487400,32.1,18.9,25.3,30.3,18.9,24.8,10.1,45.0,0.0,0.0,0.0
108,2021-03-13,1615573800,31.9,16.9,25.0,29.8,16.9,24.3,9.9,44.3,0.0,0.0,0.0
109,2021-03-14,1615660200,32.9,17.0,25.4,31.5,17.0,24.8,10.9,46.2,0.0,0.0,0.0
110,2021-03-15,1615746600,32.2,18.0,25.6,30.6,18.0,25.1,10.9,43.1,0.0,0.0,0.0
111,2021-03-16,1615833000,32.9,19.0,26.5,32.1,19.0,25.8,11.1,43.4,0.0,0.0,0.0
112,2021-03-17,1615919400,32.9,19.0,26.0,30.6,19.0,25.3,11.3,47.6,0.0,0.0,0.0
113,2021-03-18,1616005800,32.9,19.0,26.0,30.9,19.0,25.2,11.3,47.9,0.0,0.0,0.0
114,2021-03-19,1616092200,32.8,18.0,25.6,30.9,18.0,24.9,10.2,43.3,0.0,0.0,0.0
115,2021-03-20,1616178600,32.1,18.0,25.8,31.2,18.0,25.2,10.2,41.1,0.0,0.0,0.0
116,2021-03-21,1616265000,33.0,19.0,26.1,30.9,19.0,25.3,9.4,40.7,0.0,0.0,0.0
117,2021-03-22,1616351400,33.7,19.0,26.5,31.4,19.0,25.6,8.1,38.6,0.0,0.0,0.0
118,2021-03-23,1616437800,34.1,19.9,27.4,32.7,19.9,26.9,14.2,49.4,0.0,0.0,0.0
119,2021-03-24,1616524200,33.9,19.9,26.8,32.5,19.9,26.3,14.3,51.6,0.0,0.0,0.0
120,2021-03-25,1616610600,34.9,20.9,27.8,32.4,20.9,27.1,12.9,44.7,0.0,0.0,0.0
121,2021-03-26,1616697000,35.0,21.0,28.0,32.9,21.0,27.1,10.9,39.2,0.0,0.0,0.0
122,2021-03-27,1616783400,34.9,21.0,27.7,32.9,21.0,27.2,13.9,46.6,0.0,0.0,0.0
123,2021-03-28,1616869800,33.9,20.0,27.2,32.1,20.0,26.9,14.3,48.8,0.0,0.0,0.0
124,2021-03-29,1616956200,33.9,20.0,27.5,32.5,20.0,27.1,14.0,47.9,0.0,0.0,0.0
125,2021-03-30,1617042600,34.0,22.9,28.1,33.5,22.9,28.0,15.8,51.6,0.0,0.0,0.0
126,2021-03-31,1617129000,35.6,22.7,29.4,35.4,22.7,28.9,13.2,39.7,0.0,0.0,0.0
127,2021-04-01,1617215400,35.9,22.9,29.2,34.0,22.9,28.3,13.2,45.5,0.0,0.0,0.0
128,2021-04-02,1617301800,35.9,21.9,28.6,33.7,21.9,27.7,12.7,44.2,0.0,0.0,0.0
129,2021-04-03,1617388200,34.9,22.9,28.4,33.3,22.9,28.1,15.0,48.1,0.0,0.0,0.0
130,2021-04-04,1617474600,35.0,22.9,29.1,34.8,22.9,28.7,15.2,47.4,0.0,0.0,0.0
131,2021-04-05,1617561000,34.9,22.9,28.0,33.0,22.9,27.9,16.0,52.2,0.0,0.0,0.0
132,2021-04-06,1617647400,34.0,21.0,27.6,32.8,21.0,27.4,16.4,55.8,0.0,0.0,0.0
133,2021-04-07,1617733800,35.0,19.0,27.9,32.9,19.0,27.0,11.3,42.7,0.0,0.0,0.0
134,2021-04-08,1617820200,34.1,20.0,27.5,32.3,20.0,26.9,11.8,42.0,0.0,0.0,0.0
135,2021-04-09,1617906600,33.9,21.0,27.3,32.3,21.0,26.8,12.3,42.6,0.0,0.0,0.0
136,2021-04-10,1617993000,32.9,20.0,26.7,31.8,20.0,26.3,13.6,47.4,0.0,0.0,0.0
137,2021-04-11,1618079400,33.0,20.0,27.1,31.5,20.0,26.9,15.5,52.7,0.0,0.0,0.0
138,2021-04-12,1618165800,33.9,22.0,27.2,32.8,22.0,27.3,18.2,61.1,0.1,100.0,4.17
139,2021-04-13,1618252200,32.0,22.0,26.9,32.2,22.0,27.1,18.0,61.3,0.0,0.0,0.0
140,2021-04-14,1618338600,31.9,22.2,25.4,32.6,22.2,25.7,19.9,73.7,1.01,100.0,8.33
141,2021-04-15,1618425000,31.9,19.0,24.7,31.8,19.0,24.8,19.1,74.4,0.686,100.0,8.33
142,2021-04-16,1618511400,32.9,20.9,26.8,32.1,20.9,27.0,17.8,61.4,0.0,0.0,0.0
143,2021-04-17,1618597800,33.9,22.8,27.7,33.1,22.8,28.1,18.2,59.1,0.0,0.0,0.0
144,2021-04-18,1618684200,33.9,23.1,28.2,32.6,23.1,28.3,17.8,57.8,0.1,100.0,4.17
145,2021-04-19,1618770600,34.0,22.9,28.5,34.6,22.9,28.6,18.0,56.9,0.1,100.0,4.17
146,2021-04-20,1618857000,33.6,23.2,27.4,33.9,23.2,27.7,18.5,60.7,3.4,100.0,16.67
147,2021-04-21,1618943400,33.9,22.9,27.3,33.9,22.9,27.5,19.2,64.7,0.567,100.0,4.17
148,2021-04-22,1619029800,32.8,21.5,26.4,33.7,21.5,26.9,19.4,67.2,48.737,100.0,16.67
149,2021-04-23,1619116200,32.9,20.9,25.2,33.3,20.9,25.4,19.2,72.7,56.711,100.0,8.33
150,2021-04-24,1619202600,31.9,20.0,24.7,32.7,20.0,24.9,19.8,76.8,11.0,100.0,4.17
151,2021-04-25,1619289000,32.0,21.0,26.7,31.9,21.0,27.2,19.0,65.5,0.11,100.0,4.17
152,2021-04-26,1619375400,33.9,23.0,27.8,32.4,23.0,27.8,17.1,56.7,0.0,0.0,0.0
153,2021-04-27,1619461800,33.0,22.0,27.4,32.3,22.0,27.3,16.5,55.0,0.0,0.0,0.0
154,2021-04-28,1619548200,33.4,21.0,27.7,33.8,21.0,27.8,16.6,53.3,0.0,0.0,0.0
155,2021-04-29,1619634600,34.0,23.0,28.2,33.9,23.0,28.4,17.4,55.0,0.033,100.0,4.17
156,2021-04-30,1619721000,32.9,20.0,27.0,33.3,20.0,27.4,17.5,58.3,0.0,0.0,0.0
157,2021-05-01,1619807400,33.0,22.0,27.1,32.0,22.0,27.2,17.6,59.3,0.0,0.0,0.0
158,2021-05-02,1619893800,32.7,22.0,27.1,32.4,22.0,27.4,18.6,62.0,0.0,0.0,0.0
159,2021-05-03,1619980200,32.9,23.0,27.5,33.3,23.0,28.2,19.4,64.2,0.6,100.0,12.5
160,2021-05-04,1620066600,31.9,23.0,26.6,32.9,23.0,27.2,20.0,68.5,0.756,100.0,4.17
161,2021-05-05,1620153000,33.0,23.0,27.6,33.2,23.0,28.0,19.0,62.8,0.0,0.0,0.0
162,2021-05-06,1620239400,33.0,23.0,27.7,34.5,23.0,28.2,19.1,62.3,0.1,100.0,4.17
163,2021-05-07,1620325800,32.9,23.0,27.5,33.5,23.0,28.0,18.8,61.5,0.5,100.0,16.67
164,2021-05-08,1620412200,32.9,22.0,27.3,33.3,22.0,27.9,19.7,65.7,0.1,100.0,4.17
165,2021-05-09,1620498600,33.9,23.0,28.1,34.0,23.0,28.6,19.0,60.9,0.1,100.0,4.17
166,2021-05-10,1620585000,32.9,23.0,27.4,34.8,23.0,28.3,20.6,68.2,1.89,100.0,4.17
167,2021-05-11,1620671400,33.2,23.0,27.4,37.2,23.0,28.6,20.7,68.0,1.3,100.0,20.83
168,2021-05-12,1620757800,31.9,21.0,25.8,34.8,21.0,26.8,21.5,79.2,32.0,100.0,4.17
169,2021-05-13,1620844200,31.9,21.0,25.7,33.9,21.0,26.6,20.9,77.3,24.0,100.0,8.33
170,2021-05-14,1620930600,32.9,21.0,26.5,34.5,21.0,27.3,20.2,71.3,5.497,100.0,8.33
171,2021-05-15,1621017000,26.9,22.0,24.3,28.4,22.0,24.4,19.9,77.0,7.2,100.0,37.5
172,2021-05-16,1621103400,28.0,21.0,24.2,30.1,21.0,24.5,20.4,79.6,4.1,100.0,37.5
173,2021-05-17,1621189800,31.8,21.0,25.6,33.9,21.0,26.4,19.9,72.2,0.5,100.0,12.5
174,2021-05-18,1621276200,31.9,21.9,25.5,34.8,21.9,26.4,20.7,75.7,0.055,100.0,4.17
175,2021-05-19,1621362600,33.9,21.8,26.6,35.4,21.8,27.4,20.1,69.8,4.4,100.0,8.33
176,2021-05-20,1621449000,30.9,22.4,25.3,33.1,22.4,25.9,21.0,78.2,0.945,100.0,4.17
177,2021-05-21,1621535400,28.0,21.4,23.8,30.6,21.4,24.2,21.6,88.2,26.269,100.0,12.5
178,2021-05-22,1621621800,30.0,21.2,24.9,31.8,21.2,25.4,20.8,79.5,6.945,100.0,8.33
179,2021-05-23,1621708200,31.0,21.0,25.7,32.3,21.0,26.6,20.2,73.2,0.0,0.0,0.0
180,2021-05-24,1621794600,31.9,21.0,26.0,33.3,21.0,26.6,19.4,69.1,0.2,100.0,4.17
181,2021-05-25,1621881000,30.0,21.0,24.6,32.4,21.0,25.2,20.7,80.7,31.0,100.0,4.17
182,2021-05-26,1621967400,30.9,20.9,25.0,31.8,20.9,25.5,19.9,75.5,0.0,0.0,0.0
183,2021-05-27,1622053800,31.9,20.0,25.6,31.5,20.0,25.8,18.2,66.6,0.0,0.0,0.0
184,2021-05-28,1622140200,31.0,20.0,25.7,31.3,20.0,26.0,18.0,64.4,0.0,0.0,0.0
185,2021-05-29,1622226600,32.0,21.0,26.0,32.8,21.0,26.5,19.4,68.9,0.0,0.0,0.0
186,2021-05-30,1622313000,32.0,21.0,26.2,33.4,21.0,26.8,19.3,67.3,0.9,100.0,20.83
187,2021-05-31,1622399400,32.0,21.8,26.5,33.3,21.8,27.2,19.2,65.5,0.9,100.0,16.67
188,2021-06-01,1622485800,31.9,21.0,26.1,33.9,21.0,26.9,19.8,69.8,0.2,100.0,4.17
189,2021-06-02,1622572200,32.6,22.0,25.7,35.1,22.0,26.1,20.7,75.2,0.3,100.0,4.17
190,2021-06-03,1622658600,30.9,21.0,25.1,34.3,21.0,25.9,21.3,80.6,48.234,100.0,8.33
191,2021-06-04,1622745000,31.0,21.0,23.9,33.6,21.0,24.6,21.5,88.2,13.821,100.0,8.33
192,2021-06-05,1622831400,29.9,21.0,23.9,31.8,21.0,24.5,21.1,85.8,5.0,100.0,4.17
193,2021-06-06,1622917800,29.9,20.8,25.0,31.2,20.8,25.6,20.3,76.9,0.428,100.0,8.33
194,2021-06-07,1623004200,30.9,22.0,26.2,31.7,22.0,26.8,19.4,68.0,0.0,0.0,0.0
195,2021-06-08,1623090600,30.1,22.0,26.0,30.8,22.0,26.2,18.1,63.6,0.0,0.0,0.0
196,2021-06-09,1623177000,29.9,20.0,24.5,31.2,20.0,24.9,19.0,72.8,3.276,100.0,8.33
197,2021-06-10,1623263400,29.9,20.0,24.4,31.2,20.0,24.9,19.5,75.3,0.0,0.0,0.0
198,2021-06-11,1623349800,29.0,21.0,24.6,29.1,21.0,24.8,18.4,69.7,0.0,0.0,0.0
199,2021-06-12,1623436200,28.9,21.0,23.8,30.7,21.0,24.2,20.0,79.6,3.166,100.0,4.17
200,2021-06-13,1623522600,28.8,20.0,23.4,30.5,20.0,23.5,19.8,81.0,0.11,100.0,4.17
201,2021-06-14,1623609000,27.0,20.0,23.0,28.8,20.0,23.1,20.0,83.5,3.221,100.0,8.33
202,2021-06-15,1623695400,27.0,20.0,23.2,29.1,20.0,23.4,20.6,85.7,0.406,100.0,8.33
203,2021-06-16,1623781800,28.0,21.0,23.6,30.0,21.0,24.0,20.7,84.6,3.944,100.0,12.5
204,2021-06-17,1623868200,28.8,21.0,23.9,30.5,21.0,24.2,20.1,80.7,0.945,100.0,4.17
205,2021-06-18,1623954600,28.0,20.0,23.8,29.6,20.0,24.1,19.7,79.1,0.0,0.0,0.0
206,2021-06-19,1624041000,28.9,21.0,24.0,29.7,21.0,24.2,19.0,74.9,0.5,100.0,4.17
207,2021-06-20,1624127400,29.9,20.0,24.5,30.7,20.0,24.8,19.0,73.1,0.4,100.0,16.67
208,2021-06-21,1624213800,30.0,20.0,24.7,31.7,20.0,25.2,19.3,74.2,1.4,100.0,8.33
209,2021-06-22,1624300200,28.0,21.0,24.7,29.1,21.0,25.0,19.0,72.1,0.1,100.0,4.17
210,2021-06-23,1624386600,29.9,21.0,25.5,31.2,21.0,25.9,19.3,70.6,0.91,100.0,8.33
211,2021-06-24,1624473000,29.9,21.4,25.2,30.3,21.4,25.4,18.9,70.1,0.2,100.0,8.33
212,2021-06-25,1624559400,30.0,20.8,25.0,29.7,20.8,25.1,17.7,66.3,0.0,0.0,0.0
213,2021-06-26,1624645800,27.9,20.0,23.3,29.1,20.0,23.6,19.4,79.6,1.166,100.0,8.33
214,2021-06-27,1624732200,25.8,20.0,22.8,25.8,20.0,22.8,20.3,86.0,0.433,100.0,4.17
215,2021-06-28,1624818600,28.0,20.0,23.8,29.1,20.0,24.1,19.5,77.8,0.0,0.0,0.0
216,2021-06-29,1624905000,31.6,20.0,25.8,33.8,20.0,26.3,19.3,69.4,0.11,100.0,4.17
217,2021-06-30,1624991400,32.0,22.0,27.2,33.4,22.0,28.2,20.0,66.4,0.055,100.0,4.17
218,2021-07-01,1625077800,29.9,23.3,26.0,33.1,23.3,26.7,21.3,76.0,3.938,100.0,4.17
219,2021-07-02,1625164200,30.9,22.4,26.3,32.9,22.4,27.2,20.3,70.7,3.7,100.0,33.33
220,2021-07-03,1625250600,30.9,22.0,26.0,32.2,22.0,26.7,19.2,67.1,1.7,100.0,8.33
221,2021-07-04,1625337000,29.9,20.9,25.1,31.7,20.9,25.8,20.0,74.9,39.951,100.0,8.33
222,2021-07-05,1625423400,29.9,20.3,24.8,31.8,20.3,25.6,20.3,77.5,4.221,100.0,8.33
223,2021-07-06,1625509800,29.9,20.7,25.4,31.8,20.7,26.2,21.1,78.3,0.978,100.0,4.17
224,2021-07-07,1625596200,28.9,22.0,25.2,31.8,22.0,26.0,21.4,80.0,0.232,100.0,8.33
225,2021-07-08,1625682600,29.9,21.0,25.6,33.1,21.0,26.4,20.9,76.7,0.8,100.0,16.67
226,2021-07-09,1625769000,29.0,22.0,24.7,31.9,22.0,25.1,20.6,78.6,0.531,100.0,8.33
227,2021-07-10,1625855400,27.0,21.3,23.7,28.8,21.3,23.9,20.3,82.3,0.472,100.0,4.17
228,2021-07-11,1625941800,27.9,20.0,23.3,29.5,20.0,23.6,19.6,79.7,1.3,100.0,37.5
229,2021-07-12,1626028200,27.9,20.9,23.6,29.1,20.9,23.8,19.3,78.0,3.9,100.0,41.67
230,2021-07-13,1626114600,25.9,20.9,22.7,25.9,20.9,22.7,20.4,87.0,4.945,100.0,4.17
231,2021-07-14,1626201000,26.0,20.9,22.3,26.0,20.9,22.3,21.0,92.5,5.497,100.0,8.33
232,2021-07-15,1626287400,25.9,20.0,22.1,25.9,20.0,22.1,20.9,92.7,11.265,100.0,12.5
233,2021-07-16,1626373800,27.9,21.0,23.1,31.0,21.0,23.5,20.9,87.8,0.4,100.0,8.33
234,2021-07-17,1626460200,28.9,21.0,23.7,31.1,21.0,24.1,20.6,83.7,1.475,100.0,12.5
235,2021-07-18,1626546600,25.0,20.2,22.2,25.0,20.2,22.2,21.1,94.0,17.448,100.0,16.67
236,2021-07-19,1626633000,28.0,20.7,23.3,31.0,20.7,23.8,21.0,87.1,6.055,100.0,8.33
