
Unnamed: 0,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,CO
275.0,2021-08-27,5.0,2777.1,48.28,79.51,137.33,54.36,124.77,324.96,34.45,
276.0,2021-08-28,5.0,2002.72,34.87,98.71,183.11,131.61,219.97,292.18,20.77,
277.0,2021-08-29,5.0,1815.8,13.86,132.98,220.3,188.83,220.34,247.05,13.05,
278.0,2021-08-30,5.0,2136.23,33.53,79.51,87.26,139.24,110.74,154.52,17.73,
279.0,2021-08-31,5.0,1735.69,21.23,80.88,39.7,104.9,92.36,117.04,13.55,
280.0,2021-09-01,5.0,4005.43,49.17,100.08,49.35,158.31,208.77,292.59,24.83,
281.0,2021-09-02,5.0,3017.43,50.52,137.09,35.05,215.53,175.88,217.33,17.99,
282.0,2021-09-03,5.0,3791.81,100.14,74.03,21.64,110.63,172.51,219.08,28.88,
283.0,2021-09-04,5.0,7370.0,164.51,83.63,19.31,80.11,411.53,545.64,44.08,
284.0,2021-09-05,5.0,7370.0,128.75,197.41,243.19,107.77,527.19,646.41,47.62,
285.0,2021-09-06,5.0,9078.98,239.61,146.69,55.79,202.18,523.34,672.36,47.12,
286.0,2021-09-07,5.0,1735.69,29.5,69.23,18.95,148.77,166.72,178.25,12.41,
287.0,2021-09-08,5.0,1028.06,7.6,72.66,131.61,98.23,56.49,63.77,11.15,
288.0,2021-09-09,5.0,1815.8,18.77,84.31,54.36,107.77,94.63,111.71,16.97,
289.0,2021-09-10,5.0,1295.09,14.98,61.01,62.94,99.18,56.73,69.76,8.23,
290.0,2021-09-11,5.0,1255.04,6.82,47.3,27.9,60.56,63.41,77.5,7.54,
291.0,2021-09-12,5.0,2429.96,13.97,94.59,21.28,146.87,152.61,197.32,13.93,
292.0,2021-09-13,5.0,3070.83,35.32,135.72,113.01,255.59,201.1,251.46,19.76,
293.0,2021-09-14,5.0,11215.21,228.88,97.33,103.0,103.95,677.83,908.8,50.66,
294.0,2021-09-15,5.0,6515.5,85.83,100.08,158.79,111.58,426.04,545.25,33.44,
295.0,2021-09-16,5.0,2029.42,20.56,77.46,220.3,96.32,138.36,176.08,25.08,
296.0,2021-09-17,5.0,1682.28,9.95,59.63,113.01,73.43,143.87,174.6,20.01,
297.0,2021-09-18,5.0,2002.72,17.21,68.55,108.72,79.16,109.48,146.15,17.73,
298.0,2021-09-19,5.0,2323.15,11.4,86.37,147.34,78.2,151.43,193.96,20.01,
299.0,2021-09-20,5.0,2910.61,41.13,124.75,183.11,104.9,175.57,219.02,26.09,
300.0,2021-09-21,5.0,2670.29,22.35,102.82,143.05,89.65,197.18,242.42,19.0,
301.0,2021-09-22,5.0,2296.45,30.85,93.22,62.94,137.33,137.66,148.93,13.93,
302.0,2021-09-23,5.0,2830.51,24.59,123.38,94.41,175.48,179.81,238.03,18.75,
303.0,2021-09-24,5.0,4325.87,56.33,112.41,101.57,148.77,242.59,329.2,28.37,
304.0,2021-09-25,5.0,2349.85,32.19,87.05,161.65,137.33,166.2,205.78,15.07,
305.0,2021-09-26,5.0,2029.42,24.14,73.34,145.91,114.44,106.12,141.98,13.81,
306.0,2021-09-27,5.0,8758.55,159.14,138.46,147.34,234.6,473.89,645.25,46.61,
307.0,2021-09-28,5.0,2563.48,44.7,78.14,164.51,115.4,141.27,188.3,18.75,
308.0,2021-09-29,5.0,1922.61,14.75,78.14,180.24,100.14,131.93,161.82,19.51,
309.0,2021-09-30,5.0,6942.75,102.82,202.89,188.83,169.75,451.81,570.09,35.97,
310.0,2021-10-01,5.0,8224.49,110.87,233.05,311.85,162.13,529.81,649.02,47.62,
311.0,2021-10-02,5.0,4219.06,41.57,82.94,211.72,87.74,320.73,373.36,26.6,
312.0,2021-10-03,5.0,3311.16,49.17,78.83,128.75,50.07,148.12,229.52,39.52,
313.0,2021-10-04,5.0,12817.38,364.78,113.79,135.9,154.5,816.86,998.61,116.53,
314.0,2021-10-05,5.0,11535.65,271.8,257.73,164.51,251.77,1069.67,1278.88,102.34,
315.0,2021-10-06,5.0,10787.96,121.59,156.28,280.38,209.81,1031.14,1216.3,57.76,
316.0,2021-10-07,5.0,7049.56,97.45,153.54,237.47,103.95,443.09,597.75,61.81,
317.0,2021-10-08,5.0,9185.79,173.45,138.46,203.13,97.28,567.97,766.92,69.92,
318.0,2021-10-09,5.0,5874.63,92.98,122.01,185.97,72.48,351.2,509.89,57.25,
319.0,2021-10-10,5.0,13885.5,293.26,152.17,191.69,171.66,866.33,1107.27,127.67,
320.0,2021-10-11,5.0,16021.73,307.56,208.38,183.11,188.83,925.76,1180.97,131.73,
321.0,2021-10-12,5.0,9933.47,202.06,175.48,231.74,121.12,583.05,814.92,93.22,
322.0,2021-10-13,5.0,3231.05,42.47,101.45,200.27,92.51,263.71,353.81,44.58,
323.0,2021-10-14,5.0,2750.4,30.4,106.93,226.02,70.57,217.54,296.44,40.53,
324.0,2021-10-15,5.0,4913.33,45.15,163.14,243.19,87.74,296.32,404.69,54.72,
325.0,2021-10-16,5.0,11108.4,144.84,307.08,383.38,226.97,742.64,944.05,111.46,
326.0,2021-10-17,5.0,4539.49,67.06,94.59,151.63,97.28,273.29,347.81,24.07,
327.0,2021-10-18,5.0,2990.72,46.94,49.35,1.74,86.78,163.59,238.1,20.01,
328.0,2021-10-19,5.0,2750.4,18.77,106.93,157.36,53.41,149.4,202.73,32.42,
329.0,2021-10-20,5.0,5393.98,100.14,127.49,188.83,72.48,276.83,371.5,55.22,
330.0,2021-10-21,5.0,2403.26,28.16,64.43,160.22,45.3,169.49,251.03,29.13,
331.0,2021-10-22,5.0,15380.86,422.0,145.32,128.75,270.84,889.27,1135.08,245.21,
332.0,2021-10-23,5.0,2937.32,70.63,87.05,164.51,83.92,190.66,240.08,31.41,
333.0,2021-10-24,5.0,3231.05,66.16,98.71,103.0,64.85,243.12,308.09,26.6,
334.0,2021-10-25,5.0,9506.23,246.76,128.87,191.69,148.77,674.19,829.55,65.86,
335.0,2021-10-26,5.0,4859.92,74.21,122.01,148.77,76.29,293.01,411.72,56.74,
336.0,2021-10-27,5.0,4699.71,88.51,113.79,205.99,80.11,300.54,388.1,44.58,
337.0,2021-10-28,5.0,6835.94,123.38,139.83,178.81,89.65,397.03,538.66,71.94,
338.0,2021-10-29,5.0,5500.79,121.59,180.96,251.77,107.77,531.04,635.69,52.69,
339.0,2021-10-30,5.0,3097.53,12.96,69.92,228.88,56.74,282.62,324.47,30.4,
340.0,2021-10-31,5.0,9719.85,225.31,124.75,167.37,133.51,643.17,809.38,97.27,
341.0,2021-11-01,5.0,12176.51,321.87,169.99,188.83,105.86,837.35,1014.03,81.06,
342.0,2021-11-02,5.0,9719.85,185.97,175.48,214.58,100.14,527.94,666.67,78.02,
343.0,2021-11-03,5.0,10147.09,216.36,161.77,194.55,107.77,567.61,728.73,84.1,
344.0,2021-11-04,5.0,17730.71,321.87,444.17,343.32,453.95,1226.1,1523.29,271.56,
345.0,2021-11-05,5.0,11428.83,268.22,202.89,240.33,167.85,859.43,1046.48,135.78,
346.0,2021-11-06,5.0,4058.84,25.7,83.63,329.02,60.56,365.34,398.17,37.49,
347.0,2021-11-07,5.0,7156.37,103.71,160.4,237.46,87.74,457.59,600.4,69.92,
348.0,2021-11-08,5.0,8117.68,43.36,238.54,337.6,94.41,517.86,643.98,71.94,
349.0,2021-11-09,5.0,9613.04,62.58,222.09,291.82,111.58,719.76,908.16,87.14,
350.0,2021-11-10,5.0,11535.64,236.03,254.99,346.18,131.61,852.33,1096.93,119.57,
351.0,2021-11-11,5.0,11535.64,236.03,227.57,423.43,158.31,899.76,1077.05,76.0,
352.0,2021-11-12,5.0,9078.98,169.87,175.48,266.08,105.86,700.46,849.34,83.09,
353.0,2021-11-13,5.0,5393.98,27.27,141.2,311.85,90.6,664.36,753.29,43.06,
354.0,2021-11-14,5.0,9078.98,134.11,208.38,286.1,165.94,567.65,718.49,116.53,
355.0,2021-11-15,5.0,6034.85,99.24,161.77,220.3,110.63,459.17,553.13,61.3,
356.0,2021-11-16,5.0,5661.01,111.76,178.22,231.74,110.63,452.13,550.27,57.76,
357.0,2021-11-17,5.0,21148.68,439.88,227.57,211.72,236.51,1568.93,1836.56,145.91,
358.0,2021-11-18,5.0,19226.07,439.88,394.82,111.58,488.28,1708.09,1969.93,241.16,
359.0,2021-11-19,5.0,10894.78,264.64,174.11,197.41,141.14,736.23,925.29,143.89,
360.0,2021-11-20,5.0,6942.75,121.59,164.51,223.16,102.04,457.46,556.37,61.81,
361.0,2021-11-21,5.0,3391.27,22.13,100.08,185.97,60.56,349.75,406.62,33.94,
362.0,2021-11-22,5.0,2243.04,9.72,62.38,164.51,61.99,228.61,263.97,29.39,
363.0,2021-11-23,5.0,8865.36,160.93,141.2,170.23,102.04,662.07,834.4,91.2,
364.0,2021-11-24,5.0,18371.58,389.81,460.62,194.55,190.73,1514.58,1736.5,88.16,
365.0,2021-11-25,5.0,9826.66,227.09,200.15,177.38,190.73,663.0,778.01,143.89,
366.0,2021-11-26,5.0,12817.38,311.14,233.05,85.12,400.54,772.01,991.35,149.97,
367.0,2021-11-27,5.0,7690.43,200.27,143.95,147.34,122.07,577.24,675.86,57.76,
368.0,2021-11-28,5.0,14099.12,236.03,326.28,163.08,381.47,1141.13,1373.4,233.05,
369.0,2021-11-29,5.0,9292.6,218.15,128.87,164.51,93.46,817.5,975.38,43.57,
370.0,2021-11-30,5.0,8972.17,162.72,143.95,168.8,95.37,680.66,865.46,87.14,
371.0,2021-12-01,5.0,9292.6,232.46,174.11,124.45,160.22,719.56,880.2,63.84,
372.0,2021-12-02,5.0,5180.36,69.74,108.3,77.25,98.23,480.25,577.08,33.94,
373.0,2021-12-03,5.0,13458.25,311.14,222.09,125.89,324.25,942.31,1188.74,212.79,
374.0,2021-12-04,5.0,10467.53,189.54,159.03,158.79,146.87,894.36,975.86,116.53,
375.0,2021-12-05,5.0,13885.5,296.83,254.99,110.15,385.28,1133.5,1268.04,200.63,
376.0,2021-12-06,5.0,4806.52,108.18,104.19,90.12,110.63,416.63,508.89,38.5,
377.0,2021-12-07,5.0,2990.72,34.42,101.45,117.3,63.9,202.94,264.01,46.1,
378.0,2021-12-08,5.0,7797.24,173.45,130.24,144.48,85.83,520.01,660.76,73.97,
379.0,2021-12-09,5.0,8651.73,171.66,172.73,200.27,109.67,585.14,729.75,80.05,
380.0,2021-12-10,5.0,5073.55,114.44,138.46,158.79,72.48,364.3,440.76,51.17,
381.0,2021-12-11,5.0,6034.85,125.17,115.16,155.93,66.76,380.29,474.48,58.26,
382.0,2021-12-12,5.0,12390.14,264.64,287.89,170.23,320.43,862.01,1016.85,208.74,
383.0,2021-12-13,5.0,13671.88,314.71,238.54,123.02,308.99,1112.94,1318.15,253.32,
384.0,2021-12-14,5.0,13671.88,311.14,249.51,87.98,362.4,1065.82,1298.9,192.52,
385.0,2021-12-15,5.0,8438.11,162.72,141.2,157.36,95.37,665.4,818.59,83.09,
386.0,2021-12-16,5.0,6141.66,90.3,120.64,82.25,171.66,558.54,687.29,50.66,
387.0,2021-12-17,5.0,2162.93,13.41,86.37,128.75,63.9,230.27,264.61,32.93,
388.0,2021-12-18,5.0,1535.42,5.42,47.98,137.33,42.44,141.17,162.11,23.31,
389.0,2021-12-19,5.0,1842.5,9.28,65.12,167.37,56.74,191.71,214.83,28.88,
390.0,2021-12-20,5.0,10681.15,253.92,149.43,141.62,167.85,825.7,1009.93,124.63,
391.0,2021-12-21,5.0,9185.79,227.09,183.7,170.23,133.51,760.8,933.19,71.94,
392.0,2021-12-22,5.0,12603.76,214.58,191.93,154.5,175.48,1003.99,1178.52,122.61,
393.0,2021-12-23,5.0,12710.57,289.68,208.38,98.71,259.4,1039.95,1237.99,105.38,
394.0,2021-12-24,5.0,17089.84,339.75,287.89,188.83,259.4,1328.14,1581.38,172.26,
395.0,2021-12-25,5.0,15167.24,303.98,241.28,117.3,274.66,1308.97,1473.56,125.65,
396.0,2021-12-26,5.0,9613.04,207.42,141.2,79.39,106.81,942.49,1081.06,35.46,
397.0,2021-12-27,5.0,12924.19,307.56,175.48,59.37,320.43,868.21,1111.11,202.66,
398.0,2021-12-28,5.0,14953.61,422.0,141.2,3.22,320.43,1291.0,1489.37,168.2,
399.0,2021-12-29,5.0,11535.64,368.36,115.16,108.72,150.68,1047.4,1172.85,62.82,
400.0,2021-12-30,5.0,9613.04,239.61,132.98,94.41,137.33,565.94,738.51,100.31,
401.0,2021-12-31,5.0,8010.86,202.06,138.46,150.2,80.11,500.28,622.12,64.34,
402.0,2022-01-01,5.0,7583.62,144.84,149.43,197.41,90.6,568.17,683.01,63.84,
403.0,2022-01-02,5.0,7049.56,128.75,141.2,197.41,82.97,523.09,630.38,60.8,
404.0,2022-01-03,5.0,5607.6,101.92,131.61,140.19,83.92,494.05,595.6,44.58,
405.0,2022-01-04,5.0,14099.12,278.95,161.77,123.02,123.98,1052.56,1318.83,110.45,
406.0,2022-01-05,5.0,12603.76,318.29,178.22,55.07,194.55,1106.78,1256.86,32.93,
407.0,2022-01-06,5.0,7797.24,182.39,119.27,65.8,82.97,450.88,571.95,50.66,
408.0,2022-01-07,5.0,1976.01,8.38,61.69,62.94,44.35,214.28,224.29,13.05,
409.0,2022-01-08,5.0,2029.42,26.15,54.84,60.08,48.64,129.57,148.2,10.13,
410.0,2022-01-09,5.0,2696.99,45.6,50.04,16.99,93.46,162.34,212.17,14.31,
411.0,2022-01-10,5.0,7476.81,159.14,113.79,114.44,77.25,491.41,629.25,47.12,
412.0,2022-01-11,5.0,3952.03,60.8,108.3,125.89,66.76,316.13,381.33,33.94,
413.0,2022-01-12,5.0,9292.6,212.79,135.72,135.9,85.83,691.09,856.86,51.68,
414.0,2022-01-13,5.0,16448.97,439.88,285.15,125.89,396.73,1043.36,1266.88,271.56,
415.0,2022-01-14,5.0,9826.66,246.76,154.91,95.84,156.4,799.17,901.61,56.74,
416.0,2022-01-15,5.0,4753.11,59.9,131.61,143.05,69.62,431.84,484.46,24.07,
417.0,2022-01-16,5.0,7904.05,175.24,127.49,148.77,133.51,678.67,809.07,83.09,
418.0,2022-01-17,5.0,15808.11,393.39,157.65,23.25,282.29,1259.21,1516.28,202.66,
419.0,2022-01-18,5.0,4646.3,76.89,117.9,108.72,60.56,460.36,506.48,22.8,
420.0,2022-01-19,5.0,11749.27,264.64,189.19,110.15,148.77,892.13,1059.85,91.2,
421.0,2022-01-20,5.0,15167.24,371.93,117.9,34.69,205.99,1226.47,1328.99,105.38,
422.0,2022-01-21,5.0,16448.97,464.92,157.65,104.43,226.97,1292.28,1340.76,79.04,
423.0,2022-01-22,5.0,1201.63,1.23,36.33,91.55,33.86,177.15,182.35,5.51,
424.0,2022-01-23,5.0,1241.68,0.09,33.93,26.46,32.42,145.54,154.04,4.88,
425.0,2022-01-24,5.0,5393.98,110.86,90.48,87.26,67.71,350.07,458.12,36.48,
426.0,2022-01-25,5.0,3845.21,84.04,91.85,104.43,62.94,259.99,323.34,28.88,
427.0,2022-01-26,5.0,3685.0,68.84,90.48,135.9,61.99,297.83,371.45,25.59,
428.0,2022-01-27,5.0,2456.67,38.0,76.09,147.34,51.98,172.23,211.94,28.63,
429.0,2022-01-28,5.0,2723.69,20.56,98.71,131.61,54.36,191.35,248.77,31.66,
430.0,2022-01-29,5.0,2750.4,45.6,97.33,134.47,61.99,191.49,238.84,27.61,
431.0,2022-01-30,5.0,2510.07,33.97,58.26,153.06,44.35,225.88,278.21,19.51,
432.0,2022-01-31,5.0,15808.11,371.93,285.15,124.45,381.47,1041.96,1273.87,241.16,
433.0,2022-02-01,5.0,14526.37,346.9,183.7,257.49,198.36,1448.49,1571.84,80.05,
434.0,2022-02-02,5.0,9826.66,243.19,160.4,151.63,96.32,554.95,708.64,64.85,
435.0,2022-02-03,5.0,2429.96,5.81,89.11,100.14,65.8,225.49,236.33,13.05,
436.0,2022-02-04,5.0,5393.98,98.35,87.74,72.24,75.34,375.13,505.52,30.15,
437.0,2022-02-05,5.0,11001.59,200.27,148.06,111.58,133.51,882.41,1061.38,73.97,
438.0,2022-02-06,5.0,11001.59,151.99,227.57,214.58,120.16,760.09,942.84,92.21,
439.0,2022-02-07,5.0,12496.95,300.41,132.98,164.51,107.77,745.54,952.3,74.98,
440.0,2022-02-08,5.0,12283.33,332.59,211.12,57.22,320.43,950.91,1122.05,43.06,
441.0,2022-02-09,5.0,7049.56,146.63,115.16,120.16,129.7,661.77,788.01,35.46,
442.0,2022-02-10,5.0,12069.7,343.32,90.48,174.52,98.23,1034.87,1162.06,55.73,
443.0,2022-02-11,5.0,1949.31,15.87,69.92,174.52,57.7,178.92,220.58,31.92,
444.0,2022-02-12,5.0,6942.75,139.47,102.82,161.65,80.11,532.59,675.03,43.57,
445.0,2022-02-13,5.0,13244.63,232.46,254.99,181.67,278.47,994.2,1237.22,206.71,
446.0,2022-02-14,5.0,14312.74,261.07,183.7,158.79,179.29,1268.42,1577.82,129.7,
447.0,2022-02-15,5.0,16662.6,411.27,337.24,214.58,123.98,1599.59,1816.96,71.94,
448.0,2022-02-16,5.0,9399.41,271.8,208.38,188.83,93.46,759.88,914.66,60.29,
449.0,2022-02-17,5.0,8865.36,239.61,134.35,171.66,98.23,687.89,839.22,85.12,
450.0,2022-02-18,5.0,10574.34,271.8,254.99,165.94,164.03,784.53,943.0,51.17,
451.0,2022-02-19,5.0,3791.81,76.89,65.8,157.36,55.79,281.89,346.21,29.13,
452.0,2022-02-20,5.0,934.6,0.0,20.39,67.95,25.51,118.38,131.11,7.09,
453.0,2022-02-21,5.0,13244.63,278.95,191.93,168.8,177.38,947.67,1121.49,106.39,
454.0,2022-02-22,5.0,2883.91,21.68,73.34,185.97,52.45,246.37,292.45,29.13,
455.0,2022-02-23,5.0,10467.53,175.24,161.77,197.41,115.39,798.55,1005.72,79.04,
456.0,2022-02-24,5.0,10787.96,275.37,252.25,124.45,225.07,881.33,1060.97,54.72,
457.0,2022-02-25,5.0,11108.4,300.41,200.15,137.33,211.72,810.48,991.0,61.3,
458.0,2022-02-26,5.0,1001.36,6.82,50.04,133.04,68.66,72.3,78.99,17.73,
459.0,2022-02-27,5.0,1762.39,19.89,66.49,160.22,71.53,96.92,137.95,28.88,
460.0,2022-02-28,5.0,2590.18,22.8,87.05,163.08,69.62,185.33,239.97,43.06,
461.0,2022-03-01,5.0,7476.81,101.92,156.28,226.02,93.46,518.35,669.42,73.97,
462.0,2022-03-02,5.0,10787.96,166.3,233.05,234.6,150.68,693.71,857.34,109.43,
463.0,2022-03-03,5.0,9719.85,184.18,241.28,188.83,213.62,815.12,1053.15,48.64,
464.0,2022-03-04,5.0,2056.12,26.38,50.72,180.24,63.9,187.75,226.29,22.04,
465.0,2022-03-05,5.0,1428.6,6.82,45.93,175.95,47.21,121.08,136.25,27.36,
466.0,2022-03-06,5.0,11749.27,87.62,304.34,277.52,162.12,826.9,1008.7,131.73,
467.0,2022-03-07,5.0,14099.12,214.58,307.08,260.35,202.18,1169.32,1412.73,104.37,
468.0,2022-03-08,5.0,4112.24,64.37,123.38,208.85,88.69,399.48,468.58,50.16,
469.0,2022-03-09,5.0,3524.78,53.2,94.59,168.8,68.66,217.15,287.48,41.04,
470.0,2022-03-10,5.0,2029.42,10.95,72.66,160.22,57.7,164.73,208.31,33.94,
471.0,2022-03-11,5.0,2803.8,33.08,69.92,173.09,60.08,189.77,244.86,32.17,
472.0,2022-03-12,5.0,2403.26,21.9,84.31,197.41,54.84,160.97,207.63,34.96,
473.0,2022-03-13,5.0,4592.9,46.49,105.56,208.85,59.13,304.88,419.04,51.68,
474.0,2022-03-14,5.0,8651.73,114.44,153.54,271.8,107.77,578.15,774.54,86.13,
475.0,2022-03-15,5.0,3845.21,65.27,108.3,248.91,73.43,347.23,452.14,34.45,
476.0,2022-03-16,5.0,1869.2,8.72,58.26,211.72,57.22,215.62,278.61,30.91,
477.0,2022-03-17,5.0,6782.53,62.58,211.12,526.43,209.81,496.76,643.51,68.9,
478.0,2022-03-18,5.0,8972.17,144.84,183.7,251.77,119.21,551.64,736.29,88.16,
479.0,2022-03-19,5.0,5981.45,132.32,141.2,243.19,111.58,420.72,520.66,50.66,
480.0,2022-03-20,5.0,5874.63,59.01,132.98,266.08,107.77,532.69,673.44,59.28,
481.0,2022-03-21,5.0,8331.3,169.87,106.93,314.71,131.61,623.92,789.98,67.89,
482.0,2022-03-22,5.0,1668.93,8.49,56.21,200.27,53.41,152.35,194.68,29.64,
483.0,2022-03-23,5.0,12390.14,209.21,168.62,234.6,232.7,765.94,986.62,145.91,
484.0,2022-03-24,5.0,3150.94,34.42,90.48,163.08,79.15,246.71,361.34,48.64,
485.0,2022-03-25,5.0,7690.43,202.06,94.59,246.05,97.27,466.66,633.14,69.92,
486.0,2022-03-26,5.0,2082.82,15.2,58.95,214.58,47.68,151.07,202.74,35.46,
487.0,2022-03-27,5.0,4325.87,36.66,102.82,188.83,98.23,257.13,374.91,86.13,
488.0,2022-03-28,5.0,8224.49,184.18,208.38,434.88,223.16,556.01,678.18,160.1,
489.0,2022-03-29,5.0,7583.62,141.26,120.64,300.41,167.85,439.76,651.51,84.1,
490.0,2022-03-30,5.0,11749.27,232.46,216.6,497.82,240.33,758.82,971.89,170.23,
491.0,2022-03-31,5.0,8758.54,50.51,268.7,446.32,183.11,758.24,966.68,82.08,
492.0,2022-04-01,5.0,2483.37,25.26,77.46,257.49,76.29,163.99,244.48,42.05,
493.0,2022-04-02,5.0,5020.14,83.15,119.27,429.15,107.77,273.85,358.82,48.64,
494.0,2022-04-03,5.0,6942.75,54.99,146.69,377.66,164.03,414.52,597.85,95.25,
495.0,2022-04-04,5.0,2777.1,30.4,82.25,234.6,80.11,163.72,232.98,41.54,
496.0,2022-04-05,5.0,7690.43,173.45,127.49,440.6,143.05,439.57,594.47,76.0,
497.0,2022-04-06,5.0,6515.5,150.2,112.41,389.1,118.26,343.94,470.58,76.0,
498.0,2022-04-07,5.0,3845.21,61.69,111.04,429.15,91.55,268.49,329.77,52.18,
499.0,2022-04-08,5.0,6462.1,144.84,142.57,469.21,127.79,317.63,439.41,63.84,
500.0,2022-04-09,5.0,3337.86,46.94,109.67,520.71,88.69,313.06,392.91,47.62,
501.0,2022-04-10,5.0,2563.48,26.38,65.8,317.57,60.08,132.01,191.63,45.09,
502.0,2022-04-11,5.0,3231.05,32.63,95.96,429.15,95.37,236.7,308.11,46.61,
503.0,2022-04-12,5.0,8331.3,84.04,202.89,183.11,179.29,376.38,532.77,74.98,
504.0,2022-04-13,5.0,10681.15,169.87,141.2,323.3,244.14,632.96,895.71,92.21,
505.0,2022-04-14,5.0,7797.24,177.03,132.98,308.99,165.94,414.71,598.87,76.0,
506.0,2022-04-15,5.0,2670.29,16.32,98.71,354.77,150.68,288.42,354.66,43.06,
507.0,2022-04-16,5.0,6141.66,110.86,127.49,308.99,217.44,350.06,465.4,59.28,
508.0,2022-04-17,5.0,6195.07,112.65,127.49,406.27,144.96,328.03,437.13,59.28,
509.0,2022-04-18,5.0,10467.53,189.54,178.22,635.15,320.43,636.18,783.27,86.13,
510.0,2022-04-19,5.0,2937.32,21.9,90.48,314.71,87.74,153.48,218.16,41.54,
511.0,2022-04-20,5.0,3257.75,50.07,74.71,260.35,83.92,172.98,274.3,49.65,
512.0,2022-04-21,5.0,6835.94,177.03,120.64,124.45,137.33,347.31,500.46,74.98,
513.0,2022-04-22,5.0,4699.71,63.48,111.04,326.16,131.61,281.87,400.66,58.26,
514.0,2022-04-23,5.0,4486.08,67.06,94.59,294.69,103.95,237.95,349.97,49.14,
515.0,2022-04-24,5.0,1922.61,12.96,63.06,263.21,62.94,93.27,136.96,34.45,
516.0,2022-04-25,5.0,3471.37,33.53,94.59,306.13,103.0,183.71,267.27,48.64,
517.0,2022-04-26,5.0,8010.86,150.2,135.72,340.46,185.01,430.42,608.04,122.61,
518.0,2022-04-27,5.0,5981.45,118.02,116.53,446.32,125.89,297.84,423.34,66.88,
519.0,2022-04-28,5.0,5821.23,118.02,104.19,351.91,115.39,268.51,383.94,61.81,
520.0,2022-04-29,5.0,2323.15,16.54,74.71,383.38,73.43,151.34,209.18,40.53,
521.0,2022-04-30,5.0,2910.61,12.07,81.57,323.3,78.2,148.18,228.32,37.49,
522.0,2022-05-01,5.0,1762.39,2.46,85.0,246.05,146.87,146.85,170.62,31.41,
523.0,2022-05-02,5.0,1081.47,4.14,41.81,268.94,100.14,99.83,123.73,20.77,
524.0,2022-05-03,5.0,1628.88,7.82,87.05,411.99,211.72,206.7,298.02,29.39,
525.0,2022-05-04,5.0,4379.27,7.15,167.25,360.49,148.77,265.56,366.7,54.21,
526.0,2022-05-05,5.0,9719.85,168.09,150.8,417.71,286.1,611.84,775.86,87.14,
527.0,2022-05-06,5.0,4325.87,48.28,106.93,394.82,164.03,253.19,343.06,57.25,
528.0,2022-05-07,5.0,7156.37,118.02,123.38,366.21,152.59,386.94,534.65,66.88,
529.0,2022-05-08,5.0,1508.71,4.92,58.26,337.6,85.83,156.05,191.81,31.66,
530.0,2022-05-09,5.0,1308.44,5.7,51.41,297.55,103.95,95.38,121.6,28.37,
531.0,2022-05-10,5.0,2937.32,5.98,81.57,280.38,78.2,185.03,253.73,40.53,
532.0,2022-05-11,5.0,2349.85,15.2,67.17,326.16,114.44,169.37,222.22,39.52,
533.0,2022-05-12,5.0,2082.82,4.92,64.43,303.27,101.09,186.55,255.89,34.96,
534.0,2022-05-13,5.0,4005.43,19.22,113.79,457.76,110.63,249.37,343.99,53.7,
535.0,2022-05-14,5.0,5821.23,110.86,112.41,423.43,165.94,280.19,397.94,57.25,
536.0,2022-05-15,5.0,8117.68,126.96,128.87,248.91,175.48,368.7,588.04,74.98,
537.0,2022-05-16,5.0,3524.78,2.43,89.11,183.11,86.78,367.86,460.06,41.54,
538.0,2022-05-17,5.0,5661.01,49.17,128.87,306.13,240.33,465.14,594.3,64.85,
539.0,2022-05-18,5.0,4272.46,39.34,117.9,357.63,185.01,261.05,371.92,55.22,
540.0,2022-05-19,5.0,3845.21,11.06,113.79,406.27,120.16,241.18,449.13,55.22,
541.0,2022-05-20,5.0,3231.05,17.66,109.67,406.27,125.89,250.3,412.08,47.62,
542.0,2022-05-21,5.0,7583.62,130.53,108.3,214.58,164.03,431.95,680.34,78.02,
543.0,2022-05-22,5.0,3337.86,27.27,94.59,314.71,75.34,215.36,315.97,45.09,
544.0,2022-05-23,5.0,1268.39,5.87,45.24,191.69,77.25,97.69,113.51,20.27,
545.0,2022-05-24,5.0,2937.32,9.72,67.86,297.55,137.33,212.15,271.51,29.13,
546.0,2022-05-25,5.0,7049.56,63.48,126.12,423.43,215.53,507.02,643.09,52.18,
547.0,2022-05-26,5.0,10360.72,137.69,183.7,452.04,160.22,700.12,889.2,81.06,
548.0,2022-05-27,5.0,2910.61,23.02,81.57,323.3,64.85,183.3,240.38,42.05,
549.0,2022-05-28,5.0,2563.48,19.45,93.22,200.27,57.7,140.2,348.01,35.46,
550.0,2022-05-29,5.0,2323.15,6.31,79.51,254.63,85.83,164.74,418.16,35.46,
551.0,2022-05-30,5.0,8331.3,114.44,197.41,366.21,146.87,430.48,790.46,115.51,
552.0,2022-05-31,5.0,12069.7,101.92,254.99,400.54,244.14,864.27,1164.54,133.75,
553.0,2022-06-01,5.0,4913.33,26.15,104.19,394.82,103.95,387.36,541.92,45.6,
554.0,2022-06-02,5.0,7156.37,85.83,189.19,257.49,162.12,399.81,637.6,80.05,
555.0,2022-06-03,5.0,6088.26,123.38,120.64,463.49,131.61,305.77,507.23,61.3,
556.0,2022-06-04,5.0,5073.55,42.02,112.41,446.32,123.98,266.76,439.36,56.24,
557.0,2022-06-05,5.0,5714.42,84.94,164.51,203.13,111.58,237.65,442.68,62.82,
