dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2020-11-25 06:30:00,4,360.49,0,8.23,110.15,12.64,31.59,32.81,1.19
2020-11-25 07:30:00,4,417.23,0,11.65,104.43,14.07,34.5,36.41,1.82
2020-11-25 08:30:00,4,453.95,0,15.94,97.28,15.26,33.84,36.16,2.09
2020-11-25 09:30:00,4,453.95,0.01,15.77,95.84,15.5,31.72,34.02,1.98
2020-11-25 10:30:00,4,453.95,0.01,14.05,94.41,15.5,31.07,33.3,1.9
2020-11-25 11:30:00,4,473.98,0.02,13.2,89.41,15.26,30.9,32.88,1.68
2020-11-25 12:30:00,4,487.33,0.04,13.02,77.96,15.14,28.39,30.1,1.49
2020-11-25 13:30:00,2,480.65,0.08,11.14,58.65,12.4,19.87,21.32,1.22
2020-11-25 14:30:00,2,433.92,0.11,9.85,38.62,10.37,10.61,11.91,1.05
2020-11-25 15:30:00,1,380.52,0.09,9.08,28.25,9.18,6.88,8.05,0.92
2020-11-25 16:30:00,1,340.46,0.11,8.31,23.6,7.99,5.53,6.59,0.82
2020-11-25 17:30:00,1,310.42,0.1,8.23,23.6,6.97,4.56,5.59,0.74
2020-11-25 18:30:00,1,297.07,0.03,7.54,32.19,6.2,4.71,5.89,0.74
2020-11-25 19:30:00,1,330.45,0,6.86,46.49,6.38,7.4,8.94,0.86
2020-11-25 20:30:00,2,390.53,0,6.26,65.09,6.8,13.36,15.1,0.86
2020-11-25 21:30:00,3,403.88,0,5.18,82.97,6.26,20.48,22.24,0.71
2020-11-25 22:30:00,3,397.21,0,4.54,88.69,5.25,23.38,25.15,0.64
2020-11-25 23:30:00,3,433.92,0,4.03,86.55,4.59,22.31,23.91,0.45
2020-11-26 00:30:00,4,460.63,0,3.68,85.12,5.25,26.14,27.57,0.09
2020-11-26 01:30:00,4,440.6,0,3.17,90.84,4.95,26.76,27.92,0.16
2020-11-26 02:30:00,3,403.88,0,2.83,91.55,4.23,24.15,25.31,0.24
2020-11-26 03:30:00,3,393.87,0,3.04,89.41,4.11,23.93,25.04,0.24
2020-11-26 04:30:00,3,383.85,0,2.83,87.98,3.76,23.76,24.45,0.2
2020-11-26 05:30:00,4,387.19,0,2.57,84.4,3.67,25.39,26.05,0.15
2020-11-26 06:30:00,4,420.57,0,3.26,77.25,4.11,26.57,27.5,0.23
2020-11-26 07:30:00,4,500.68,0,6.26,70.81,6.02,26.06,27.34,0.55
2020-11-26 08:30:00,3,547.41,0.01,12,64.37,11.09,21.24,22.44,0.86
2020-11-26 09:30:00,2,540.73,0.05,14.22,60.08,11.92,16.68,17.77,1.11
2020-11-26 10:30:00,2,534.06,0.08,14.57,60.8,12.4,16.2,17.33,1.11
2020-11-26 11:30:00,3,547.41,0.07,17.65,62.94,18.84,20.72,21.87,0.82
2020-11-26 12:30:00,3,547.41,0.02,15.42,70.1,18.6,22.04,23.04,0.61
2020-11-26 13:30:00,3,534.06,0,11.31,80.82,12.16,21.86,23.05,0.6
2020-11-26 14:30:00,3,527.38,0,9.17,87.26,8.23,21.04,22.58,0.76
2020-11-26 15:30:00,3,520.71,0,9.17,88.69,7.75,22.53,24.67,0.93
2020-11-26 16:30:00,3,507.36,0,9.77,87.98,8.23,24.65,27.37,1.09
2020-11-26 17:30:00,3,480.65,0,9.85,85.83,7.87,23.52,26.13,1.08
2020-11-26 18:30:00,3,447.27,0,8.82,84.4,7.03,20.7,22.94,0.96
2020-11-26 19:30:00,2,423.91,0,8.4,82.25,7.09,19.1,21.19,0.99
2020-11-26 20:30:00,2,417.23,0,8.23,79.39,7.57,18.6,20.94,1.06
2020-11-26 21:30:00,2,407.22,0,7.8,77.25,7.87,18.71,21.73,1.11
2020-11-26 22:30:00,2,403.88,0,7.88,75.82,8.23,19.68,23.03,1.12
2020-11-26 23:30:00,3,403.88,0,9,72.24,9.42,22.13,25.3,0.94
2020-11-27 00:30:00,4,400.54,0,9.94,68.67,11.09,26.53,30.46,0.75
2020-11-27 01:30:00,4,413.9,0,10.28,66.52,12.99,30.89,34.94,0.78
2020-11-27 02:30:00,4,423.91,0,10.28,64.37,14.31,33.21,36.93,0.78
2020-11-27 03:30:00,4,427.25,0,10.45,62.94,15.74,34.41,37.36,0.74
2020-11-27 04:30:00,4,423.91,0,10.03,61.51,15.14,34.17,36.64,0.78
2020-11-27 05:30:00,4,410.56,0,9,63.66,12.52,32.82,35.12,0.89
2020-11-27 06:30:00,4,407.22,0,9.08,65.8,11.68,30.6,32.61,1.14
2020-11-27 07:30:00,4,487.33,0.35,15.94,54.36,19.31,36.34,38.96,1.84
2020-11-27 08:30:00,4,594.14,4.08,21.42,42.2,30.99,42.65,46.31,2.22
2020-11-27 09:30:00,4,594.14,5.2,17.14,50.07,29.56,28.62,31.91,2.91
2020-11-27 10:30:00,4,567.44,4.14,15.25,58.65,30.52,25.09,27.73,3.39
2020-11-27 11:30:00,4,547.41,3.3,15.77,64.37,33.38,28.02,30.34,3.33
2020-11-27 12:30:00,4,534.06,2.18,15.42,63.66,30.99,27.33,29.32,2.95
2020-11-27 13:30:00,4,547.41,1.9,16.28,62.23,29.56,26.33,28.2,2.91
2020-11-27 14:30:00,4,567.44,1.72,17.82,64.37,29.8,26.91,28.94,3.26
2020-11-27 15:30:00,4,1228.33,8.94,48.67,31.83,26.94,48.24,54.25,11.4
2020-11-27 16:30:00,5,2056.12,33.98,69.92,7.33,28.37,76.44,88.1,18.75
2020-11-27 17:30:00,5,2803.8,73.31,82.25,0.84,33.38,104.02,120.61,21.53
2020-11-27 18:30:00,5,4005.43,128.75,97.33,0,44.82,150.9,173.95,27.36
2020-11-27 19:30:00,5,5393.98,189.54,102.82,0,58.65,220.99,253.05,34.96
2020-11-27 20:30:00,5,6568.91,225.31,100.08,0,66.76,293.6,332.66,39.01
2020-11-27 21:30:00,5,7476.81,243.19,95.96,0,73.43,363.6,406.78,42.05
2020-11-27 22:30:00,5,9078.98,289.68,95.96,0,93.46,483.14,531.88,57.25
2020-11-27 23:30:00,5,9826.66,303.98,97.33,0,108.72,561.89,613.12,68.9
2020-11-28 00:30:00,5,9078.98,278.95,93.22,0,101.09,528.34,573.66,61.81
2020-11-28 01:30:00,5,7370,221.73,80.2,0,66.76,425.3,460.43,34.96
2020-11-28 02:30:00,5,4753.11,126.96,62.38,0,31.47,262.55,284.65,12.79
2020-11-28 03:30:00,5,1388.55,5.92,52.78,4.65,16.69,63.81,69.57,4.02
2020-11-28 04:30:00,4,907.9,0.03,32.22,20.92,13.83,40.07,44.39,4.12
2020-11-28 05:30:00,4,834.47,0.02,26.05,26.46,13.83,37.09,41.45,4.88
2020-11-28 06:30:00,4,847.82,0.02,26.73,26.46,15.5,37.62,42.48,5.76
2020-11-28 07:30:00,5,1295.09,4.47,44.55,10.64,24.8,59.21,67.19,8.99
2020-11-28 08:30:00,5,1869.2,25.71,53.47,10.01,41.01,90.04,101.58,11.02
2020-11-28 09:30:00,5,1028.06,15.42,43.18,29.68,62.94,54.53,61.97,5.07
2020-11-28 10:30:00,4,687.6,9.5,30.16,47.21,54.36,37.72,44.99,3.74
2020-11-28 11:30:00,4,520.71,5.87,21.25,64.37,45.3,27,33.28,2.88
2020-11-28 12:30:00,2,433.92,4.64,17.14,67.23,40.53,19.64,24.27,2.19
2020-11-28 13:30:00,2,397.21,4.47,15.42,59.37,36.72,15.11,19.1,1.96
2020-11-28 14:30:00,2,397.21,4.25,13.88,47.92,31.47,13.67,17.28,1.92
2020-11-28 15:30:00,3,547.41,4.64,17.82,36.84,26.23,21.9,26.04,3.36
2020-11-28 16:30:00,4,747.68,4.25,26.73,22.89,23.37,33.4,38.37,4.75
2020-11-28 17:30:00,4,894.55,3.74,37.36,6.71,22.17,40.71,46.09,5.26
2020-11-28 18:30:00,4,947.95,6.15,37.7,1.59,19.79,42.25,47.77,5.57
2020-11-28 19:30:00,4,988.01,7.38,36.67,0.98,19.79,43.21,49.55,6.84
2020-11-28 20:30:00,4,1054.76,7.15,37.01,0.91,21.94,45.71,53.46,8.23
2020-11-28 21:30:00,4,1068.12,5.31,35.64,1.54,22.17,46.18,54.74,8.49
2020-11-28 22:30:00,4,1121.52,4.14,34.96,2.24,22.17,48.3,57.52,9.12
2020-11-28 23:30:00,4,1134.87,3.58,35.99,2.68,21.46,49.09,58.54,8.61
2020-11-29 00:30:00,4,1014.71,1.84,35.64,4.92,18.36,43.94,52,6.02
2020-11-29 01:30:00,4,807.76,0.18,27.42,16.09,15.74,37.03,42.9,4.05
2020-11-29 02:30:00,4,647.54,0.01,17.48,31.47,13.71,32.92,37.02,3.07
2020-11-29 03:30:00,4,574.11,0,13.02,40.05,13.35,32.25,35.54,2.69
2020-11-29 04:30:00,4,560.76,0,12.17,42.2,14.07,33.2,36.36,2.63
2020-11-29 05:30:00,4,554.09,0,12.68,41.13,15.26,33.49,36.63,2.57
2020-11-29 06:30:00,4,547.41,0,13.88,37.19,16.93,32.53,35.8,2.66
2020-11-29 07:30:00,4,654.22,0.69,20.39,26.82,20.74,35.44,39.96,4.24
2020-11-29 08:30:00,4,774.38,6.04,24.68,21.64,27.18,38.79,45,5.51
2020-11-29 09:30:00,4,594.14,6.82,20.91,29.68,37.67,31.5,37.46,3.58
2020-11-29 10:30:00,4,494,5.14,16.97,39.34,35.29,27.14,32.69,2.79
2020-11-29 11:30:00,3,433.92,3.91,13.88,44.7,30.99,23.67,28.43,2.19
2020-11-29 12:30:00,3,410.56,3.69,12.85,47.21,29.56,22.18,26.2,1.87
2020-11-29 13:30:00,3,400.54,3.13,11.48,51.5,25.99,23.03,26.77,1.65
2020-11-29 14:30:00,4,400.54,2.54,10.2,54.36,21.46,25.44,28.96,1.5
2020-11-29 15:30:00,4,453.95,2.68,12.34,51.5,20.74,29.97,33.83,2.09
2020-11-29 16:30:00,4,520.71,2.52,16.62,44.35,20.5,34.04,38.57,2.66
2020-11-29 17:30:00,4,580.79,0.88,23.65,32.9,19.55,36.79,41.89,2.95
2020-11-29 18:30:00,4,614.17,0.03,25.02,30.76,17.41,40.25,46.16,3.14
2020-11-29 19:30:00,4,640.87,0.01,23.65,38.27,17.41,45.8,53.1,3.71
2020-11-29 20:30:00,5,660.9,0,22.28,48.64,18.36,51.97,60.57,4.24
2020-11-29 21:30:00,5,640.87,0,18.17,65.8,17.17,58.43,67.32,3.99
2020-11-29 22:30:00,5,627.52,0,14.57,82.25,15.14,66.67,75.36,3.61
2020-11-29 23:30:00,5,587.46,0,12.51,88.69,13.23,69.86,77.81,2.82
2020-11-30 00:30:00,5,514.03,0,10.54,89.41,11.56,66.33,72.89,1.79
2020-11-30 01:30:00,5,480.65,0,10.2,87.26,12.64,64.18,70.96,1.88
2020-11-30 02:30:00,5,460.63,0,9.51,86.55,13.11,61.95,70.67,1.98
2020-11-30 03:30:00,5,453.95,0,9.43,85.83,13.47,60.78,72.02,2.12
2020-11-30 04:30:00,5,467.3,0,9.94,85.83,13.95,60.62,73.38,2.31
2020-11-30 05:30:00,5,487.33,0,11.14,86.55,14.9,61.49,74.63,2.47
2020-11-30 06:30:00,5,527.38,0,12.68,86.55,15.74,62.35,75.41,2.72
2020-11-30 07:30:00,5,660.9,0.03,20.22,80.82,20.03,68.45,82.41,4.37
2020-11-30 08:30:00,5,754.36,0.38,29.13,75.1,26.23,74.75,88.94,5.19
2020-11-30 09:30:00,5,607.49,0.52,23.65,87.98,30.28,72.04,84.19,3.48
2020-11-30 10:30:00,5,560.76,0.44,19.36,98.71,29.09,76.17,88.2,3.1
2020-11-30 11:30:00,5,540.73,0.33,16.79,108.72,27.66,84.26,98.27,2.69
2020-11-30 12:30:00,5,540.73,0.27,16.45,113.01,28.85,90.25,106.82,2.47
2020-11-30 13:30:00,5,534.06,0.21,15.25,110.15,26.23,91.17,111.72,2.41
2020-11-30 14:30:00,5,520.71,0.14,14.57,107.29,23.37,92.41,115.23,2.6
2020-11-30 15:30:00,5,547.41,0.57,16.97,103,24.8,95.69,122.3,3.58
2020-11-30 16:30:00,5,594.14,0.73,20.22,95.84,25.03,96.65,124.72,4.5
2020-11-30 17:30:00,5,640.87,0.22,25.71,85.83,24.56,91.86,119.22,4.88
2020-11-30 18:30:00,5,660.9,0,26.73,78.68,22.65,86.74,114.27,5
2020-11-30 19:30:00,5,687.6,0,25.71,77.96,22.89,86.28,114.79,5.64
2020-11-30 20:30:00,5,720.98,0,24.33,80.11,24.08,89.88,119.6,6.02
2020-11-30 21:30:00,5,714.3,0,21.25,85.12,22.89,93.02,123.32,5.7
2020-11-30 22:30:00,5,714.3,0,19.54,88.69,21.46,96.05,126.34,5.76
2020-11-30 23:30:00,5,680.92,0,18.68,90.12,19.55,93.01,122.24,5.13
2020-12-01 00:30:00,5,587.46,0,16.97,90.84,17.17,84.63,111.47,3.61
2020-12-01 01:30:00,5,527.38,0,14.05,92.98,15.5,78.34,103.08,3.07
2020-12-01 02:30:00,5,507.36,0,11.48,95.84,14.42,75.13,98.36,3.04
2020-12-01 03:30:00,5,527.38,0,11.31,98.71,14.54,75.71,98.29,3.29
2020-12-01 04:30:00,5,560.76,0,12.68,95.84,15.5,79.3,102.12,3.58
2020-12-01 05:30:00,5,600.82,0,14.74,91.55,16.69,83.19,106.76,3.83
2020-12-01 06:30:00,5,660.9,0,17.82,88.69,18.12,87.34,111.62,4.31
2020-12-01 07:30:00,5,867.84,0.11,29.13,82.25,23.13,97.54,123.97,7.16
2020-12-01 08:30:00,5,1001.36,0.82,40.78,80.82,30.52,105.42,134.05,8.61
2020-12-01 09:30:00,5,714.3,0.91,27.08,108.72,35.29,93.24,118.55,5.13
2020-12-01 10:30:00,5,587.46,1.17,18.17,117.3,30.99,78.22,99.94,4.05
2020-12-01 11:30:00,5,487.33,1.3,13.54,115.87,26.94,68.86,88.3,3.2
2020-12-01 12:30:00,5,467.3,1.3,11.65,121.59,25.27,75.31,97.02,2.76
2020-12-01 13:30:00,5,480.65,0.85,12.17,123.02,24.08,85.26,110.44,2.69
2020-12-01 14:30:00,5,467.3,0.44,12.85,115.87,22.65,80.89,106.65,2.72
2020-12-01 15:30:00,5,467.3,0.28,16.62,105.86,25.51,73.89,99.36,3.33
2020-12-01 16:30:00,5,500.68,0.19,20.39,98.71,26.46,73.68,99.73,4.05
2020-12-01 17:30:00,5,560.76,0.04,24.68,94.41,26.46,77.82,104.39,4.62
2020-12-01 18:30:00,5,600.82,0,25.36,91.55,24.56,79.9,106.18,4.88
2020-12-01 19:30:00,5,620.84,0,23.31,92.98,24.56,82.12,108.28,5.45
2020-12-01 20:30:00,5,634.19,0,21.25,94.41,25.03,83.33,110.14,5.89
2020-12-01 21:30:00,5,600.82,0,17.82,97.28,23.84,77.58,103.16,5.38
2020-12-01 22:30:00,5,574.11,0,16.45,97.28,22.89,68.77,91.33,5.07
2020-12-01 23:30:00,5,534.06,0,15.59,97.28,21.46,61.75,82.1,4.24
2020-12-02 00:30:00,5,473.98,0,14.05,101.57,20.27,59.01,76.1,2.63
2020-12-02 01:30:00,5,453.95,0,11.65,108.72,19.31,63.19,77.11,2.03
2020-12-02 02:30:00,5,453.95,0,10.03,115.87,18.36,70.62,83,1.84
2020-12-02 03:30:00,5,460.63,0,9.94,118.73,18.84,75.28,85.78,1.74
2020-12-02 04:30:00,5,467.3,0,10.11,118.73,18.84,74.88,83.21,1.74
2020-12-02 05:30:00,5,473.98,0,10.88,115.87,19.31,73.33,80.18,1.77
2020-12-02 06:30:00,5,487.33,0,12.17,114.44,19.55,72.65,78.72,2.03
2020-12-02 07:30:00,5,594.14,0,18.17,111.58,23.37,80.57,87.53,3.23
2020-12-02 08:30:00,5,687.6,0.01,25.02,110.15,27.9,93.68,102.03,3.83
2020-12-02 09:30:00,5,660.9,0.01,22.28,124.45,29.8,106.62,115.04,3.04
2020-12-02 10:30:00,5,647.54,0.01,17.65,138.76,28.61,118.58,127.31,2.63
2020-12-02 11:30:00,5,627.52,0,15.08,143.05,26.23,120.37,129.15,2.19
2020-12-02 12:30:00,5,620.84,0,15.25,140.19,26.23,116.5,123.94,2.03
2020-12-02 13:30:00,5,614.17,0,15.08,133.04,24.08,106.44,112.21,1.92
2020-12-02 14:30:00,5,587.46,0,15.08,123.02,21.7,89.54,93.76,1.84
2020-12-02 15:30:00,5,594.14,0,17.14,110.15,21.7,76.72,80.14,2.06
2020-12-02 16:30:00,5,627.52,0,19.88,101.57,21.94,70.8,74.04,2.28
2020-12-02 17:30:00,5,667.57,0,23.99,92.98,21.7,67.73,70.95,2.47
2020-12-02 18:30:00,5,667.57,0,23.99,86.55,19.79,62.74,65.94,2.6
2020-12-02 19:30:00,5,647.54,0,21.08,82.25,19.31,57.31,60.7,2.95
2020-12-02 20:30:00,5,627.52,0,18.34,79.39,19.07,52.87,56.48,3.14
2020-12-02 21:30:00,4,574.11,0,15.08,76.53,17.17,46.9,50.4,2.91
2020-12-02 22:30:00,4,554.09,0,14.05,72.96,16.21,43.32,46.77,2.91
2020-12-02 23:30:00,4,520.71,0,13.54,69.38,15.26,39.84,42.94,2.5
2020-12-03 00:30:00,4,460.63,0,12,67.95,13.95,35.79,38,1.62
2020-12-03 01:30:00,4,427.25,0,9.34,67.95,12.4,34.03,35.7,1.35
2020-12-03 02:30:00,4,410.56,0,7.54,67.23,11.09,33.9,35.48,1.24
2020-12-03 03:30:00,4,407.22,0,7.28,65.09,11.21,33.08,34.64,1.24
2020-12-03 04:30:00,4,403.88,0,7.28,60.8,11.33,30.19,31.68,1.27
2020-12-03 05:30:00,4,403.88,0,7.71,55.08,11.56,25.98,27.42,1.31
2020-12-03 06:30:00,3,417.23,0,8.14,47.92,11.09,22.07,23.53,1.41
2020-12-03 07:30:00,3,514.03,0.01,12.17,41.13,12.4,23.7,25.81,2.25
2020-12-03 08:30:00,4,594.14,0.03,17.14,41.13,13.59,26.88,29.45,2.63
2020-12-03 09:30:00,4,574.11,0.03,16.11,52.93,13.47,28.61,31.12,2.44
2020-12-03 10:30:00,4,554.09,0.04,14.22,64.37,13.83,31.48,33.96,2.31
2020-12-03 11:30:00,4,547.41,0.04,13.02,72.24,13.95,34.17,36.44,2.03
2020-12-03 12:30:00,4,560.76,0.04,13.71,74.39,15.26,35.71,37.83,1.9
2020-12-03 13:30:00,4,567.44,0.03,13.2,75.82,14.19,35.71,37.67,1.71
2020-12-03 14:30:00,4,574.11,0.02,12.85,77.96,13.23,36.13,37.98,1.62
2020-12-03 15:30:00,4,594.14,0.02,14.22,76.53,14.07,37.83,39.78,1.76
2020-12-03 16:30:00,4,614.17,0.01,16.62,72.96,15.26,39.47,41.65,1.96
2020-12-03 17:30:00,4,640.87,0,20.74,67.23,16.21,39.65,42.06,2.19
2020-12-03 18:30:00,4,647.54,0,21.42,65.09,15.97,37.83,40.45,2.38
2020-12-03 19:30:00,4,654.22,0,19.54,65.09,16.21,37.07,40.07,2.85
2020-12-03 20:30:00,4,660.9,0,17.65,65.09,16.69,36.85,40.22,3.2
2020-12-03 21:30:00,4,634.19,0,14.4,68.67,15.14,35.62,38.89,2.98
2020-12-03 22:30:00,4,614.17,0,12.68,70.1,14.07,35.12,38.19,2.82
2020-12-03 23:30:00,4,580.79,0,11.65,70.81,12.76,33.64,36.29,2.28
2020-12-04 00:30:00,4,527.38,0,9.85,71.53,11.33,30.13,31.87,1.39
2020-12-04 01:30:00,4,507.36,0,7.71,74.39,10.25,27.99,29.25,1.19
2020-12-04 02:30:00,4,500.68,0,6.34,75.82,9.3,26.82,27.98,1.12
2020-12-04 03:30:00,4,507.36,0,6.26,75.82,9.54,26.26,27.42,1.17
2020-12-04 04:30:00,4,507.36,0,6.43,74.39,10.01,25.62,26.8,1.24
2020-12-04 05:30:00,4,514.03,0,7.11,74.39,10.61,25.22,26.41,1.31
2020-12-04 06:30:00,4,534.06,0,7.97,75.82,10.97,25.15,26.47,1.46
2020-12-04 07:30:00,4,634.19,0,13.37,72.96,13.83,28.53,30.68,2.44
2020-12-04 08:30:00,4,720.98,0.05,20.39,66.52,16.93,31.25,34.11,2.98
2020-12-04 09:30:00,4,707.63,0.1,20.22,65.8,17.41,31.52,34.45,2.82
2020-12-04 10:30:00,4,674.25,0.09,16.97,69.38,16.69,31.08,33.9,2.66
2020-12-04 11:30:00,4,634.19,0.07,14.74,72.96,15.74,29.22,31.71,2.28
2020-12-04 12:30:00,4,627.52,0.18,15.08,72.96,16.69,28.15,30.4,2.12
2020-12-04 13:30:00,4,614.17,0.17,14.74,72.96,15.14,26.83,28.89,1.93
2020-12-04 14:30:00,4,600.82,0.12,14.4,71.53,13.83,26.07,28.01,1.84
2020-12-04 15:30:00,4,600.82,0.11,15.77,67.95,14.66,26.3,28.27,1.95
2020-12-04 16:30:00,4,607.49,0.06,18.51,62.94,15.97,27.08,29.2,2.12
2020-12-04 17:30:00,4,640.87,0.02,22.96,57.94,17.17,28.1,30.42,2.31
2020-12-04 18:30:00,4,647.54,0,23.65,57.22,16.45,28.87,31.52,2.53
2020-12-04 19:30:00,4,647.54,0,20.56,60.08,15.97,30.13,33.24,2.98
2020-12-04 20:30:00,4,640.87,0,17.48,62.23,15.5,30.91,34.34,3.23
2020-12-04 21:30:00,4,600.82,0,13.88,64.37,13.71,29.78,33.04,2.95
2020-12-04 22:30:00,4,580.79,0,13.02,62.94,13.47,29.35,32.58,2.91
2020-12-04 23:30:00,4,547.41,0,12.68,60.08,12.99,27.85,30.75,2.47
2020-12-05 00:30:00,4,487.33,0,11.31,60.8,12.04,25.23,27.21,1.58
2020-12-05 01:30:00,3,433.92,0,7.11,65.8,9.18,23.81,25.1,1.06
2020-12-05 02:30:00,3,417.23,0,5.18,69.38,7.57,23.78,24.86,0.94
2020-12-05 03:30:00,3,413.9,0,5.06,70.1,7.63,24.13,25.2,0.97
2020-12-05 04:30:00,3,410.56,0,4.97,70.81,7.63,24.1,25.14,0.94
2020-12-05 05:30:00,3,410.56,0,5.1,71.53,7.63,24.26,25.23,0.93
2020-12-05 06:30:00,4,427.25,0,5.74,70.81,7.99,25.21,26.29,1.03
2020-12-05 07:30:00,4,500.68,0,10.45,65.09,11.92,28.12,29.96,1.88
2020-12-05 08:30:00,4,574.11,0.02,17.31,57.22,17.88,30.23,32.94,2.44
2020-12-05 09:30:00,4,554.09,0.03,17.82,55.79,20.98,28.66,31.38,2.12
2020-12-05 10:30:00,4,520.71,0.03,14.22,59.37,17.64,26.92,29.27,1.81
2020-12-05 11:30:00,4,500.68,0.03,11.48,62.23,14.54,25.75,27.67,1.46
2020-12-05 12:30:00,4,500.68,0.03,11.14,62.23,14.07,25.48,27.14,1.33
2020-12-05 13:30:00,4,500.68,0.02,10.88,61.51,13.47,25.5,27.1,1.25
2020-12-05 14:30:00,4,514.03,0.02,10.71,60.8,12.99,25.3,26.88,1.25
2020-12-05 15:30:00,4,540.73,0.02,11.65,58.65,13.59,25.06,26.73,1.38
2020-12-05 16:30:00,3,567.44,0.01,13.02,56.51,13.71,24.17,25.92,1.47
2020-12-05 17:30:00,3,587.46,0,15.25,53.64,13.59,23.13,24.94,1.55
2020-12-05 18:30:00,3,607.49,0,15.42,52.93,12.28,22.66,24.68,1.69
2020-12-05 19:30:00,3,634.19,0,14.4,52.93,12.16,23.29,25.77,2.12
2020-12-05 20:30:00,3,654.22,0,13.2,51.5,12.4,23.49,26.35,2.47
2020-12-05 21:30:00,3,634.19,0,11.31,50.78,11.56,21.31,24.13,2.38
2020-12-05 22:30:00,2,607.49,0,10.54,50.07,11.09,19.82,22.59,2.38
2020-12-05 23:30:00,2,567.44,0,10.2,51.5,10.37,19.19,21.73,2.03
2020-12-06 00:30:00,2,507.36,0,8.57,55.08,9.42,17.62,19.37,1.24
2020-12-06 01:30:00,2,473.98,0,6.43,58.65,8.35,15.47,16.64,0.97
2020-12-06 02:30:00,2,453.95,0,5.1,59.37,7.39,13.46,14.44,0.87
2020-12-06 03:30:00,2,453.95,0,4.8,57.94,7.03,11.89,12.78,0.86
2020-12-06 04:30:00,1,427.25,0,4.58,51.5,6.74,8.43,9.25,0.87
2020-12-06 05:30:00,1,373.84,0,4.46,45.78,6.32,5.79,6.56,0.87
2020-12-06 06:30:00,1,363.83,0,4.76,43.99,6.14,5.41,6.29,1
2020-12-06 07:30:00,1,453.95,0.04,8.82,40.05,9.3,8.27,9.85,1.84
2020-12-06 08:30:00,2,547.41,0.47,14.05,35.41,13.71,11.32,13.6,2.34
2020-12-06 09:30:00,2,554.09,0.76,14.22,36.48,16.69,11.75,14.2,2.12
2020-12-06 10:30:00,2,527.38,0.51,12.34,39.34,16.45,11.72,14.11,1.92
2020-12-06 11:30:00,2,507.36,0.22,10.97,41.13,15.74,11.68,13.75,1.63
2020-12-06 12:30:00,2,500.68,0.16,11.82,40.77,17.17,12.44,14.22,1.55
2020-12-06 13:30:00,2,494,0.17,12,41.13,16.45,12.75,14.42,1.49
2020-12-06 14:30:00,2,473.98,0.17,11.82,41.49,15.26,12.62,14.22,1.47
2020-12-06 15:30:00,2,467.3,0.12,13.02,39.34,15.5,12.84,14.47,1.6
2020-12-06 16:30:00,2,473.98,0.07,14.4,35.41,14.9,13.05,14.74,1.74
2020-12-06 17:30:00,2,487.33,0.04,16.62,30.04,13.95,12.76,14.49,1.84
2020-12-06 18:30:00,2,507.36,0.09,17.31,25.03,11.8,12.78,14.77,2.15
2020-12-06 19:30:00,2,547.41,0.15,17.82,20.56,12.16,14.94,17.56,2.95
2020-12-06 20:30:00,2,594.14,0.18,18.34,18.24,13.59,17.85,21.17,3.67
2020-12-06 21:30:00,2,580.79,0.1,15.77,21.1,13.23,18.41,21.75,3.52
2020-12-06 22:30:00,2,540.73,0.03,12.85,27.54,11.68,17.98,20.92,3.1
2020-12-06 23:30:00,2,500.68,0.01,10.8,35.05,9.78,16.97,19.29,2.38
2020-12-07 00:30:00,2,453.95,0,8.74,44.35,7.87,15.05,16.56,1.5
2020-12-07 01:30:00,2,467.3,0,8.4,51.5,9.06,15.71,17.09,1.69
2020-12-07 02:30:00,2,487.33,0,7.97,56.51,10.25,16.41,17.91,1.85
2020-12-07 03:30:00,2,494,0,8.31,58.65,11.68,16.89,18.46,1.96
2020-12-07 04:30:00,2,494,0,8.57,59.37,12.52,17.46,19.06,1.98
2020-12-07 05:30:00,2,494,0,9.25,58.65,13.11,18.68,20.29,2
2020-12-07 06:30:00,3,507.36,0,10.45,57.94,13.59,20.72,22.46,2.19
2020-12-07 07:30:00,4,627.52,0.01,17.65,50.07,17.64,26.61,29.37,3.67
2020-12-07 08:30:00,4,720.98,0.12,26.39,40.41,23.6,30.1,33.62,4.5
2020-12-07 09:30:00,4,600.82,0.17,23.65,43.63,27.18,25.48,28.46,3.2
2020-12-07 10:30:00,3,540.73,0.18,19.19,48.64,25.51,22.62,25.36,2.76
2020-12-07 11:30:00,3,494,0.18,16.62,51.5,23.6,20.45,22.87,2.31
2020-12-07 12:30:00,3,494,0.18,17.48,50.78,25.51,20.34,22.5,2.12
2020-12-07 13:30:00,3,500.68,0.14,16.45,52.93,22.41,21.19,23.2,1.93
2020-12-07 14:30:00,3,527.38,0.08,14.57,55.79,18.6,23.52,25.36,1.82
2020-12-07 15:30:00,4,580.79,0.04,15.42,55.79,18.36,28.38,30.22,2
2020-12-07 16:30:00,4,647.54,0.02,17.99,52.93,18.84,33.63,35.69,2.31
2020-12-07 17:30:00,4,707.63,0.01,22.28,47.92,19.31,36.9,39.16,2.6
2020-12-07 18:30:00,4,801.09,0.01,27.08,40.77,16.45,39.87,42.86,3.55
2020-12-07 19:30:00,4,921.25,0.01,30.16,35.05,16.93,45.16,49.6,5.26
2020-12-07 20:30:00,5,1014.71,0.01,31.87,34.33,19.55,51.12,57.06,6.84
2020-12-07 21:30:00,5,1001.36,0,28.45,39.7,19.55,51.82,58.23,6.97
