,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
741,2022-12-06,5.0,1668.93,3.13,32.22,170.23,48.64,291.2,320.96,24.07
742,2022-12-07,5.0,2029.42,3.49,42.84,188.83,30.52,277.51,329.7,27.11
743,2022-12-08,5.0,3017.43,5.48,59.63,197.41,62.94,407.07,480.09,29.13
744,2022-12-09,5.0,2136.23,0.88,29.82,6.17,5.9,323.66,362.45,7.92
745,2022-12-10,,,,,,,,,
746,2022-12-11,5.0,1922.61,3.8,26.05,181.67,34.33,397.79,436.34,21.28
747,2022-12-12,5.0,1655.58,7.15,38.73,160.22,35.76,221.92,256.25,28.37
748,2022-12-13,5.0,1321.79,5.31,27.42,157.36,27.89,180.64,206.39,20.52
749,2022-12-14,5.0,1201.63,4.92,30.85,173.09,25.03,139.95,157.66,26.6
750,2022-12-15,5.0,1615.52,9.83,38.04,154.5,30.52,198.14,229.77,28.12
751,2022-12-16,5.0,2883.91,15.42,66.49,181.67,37.67,273.31,338.65,57.76
752,2022-12-17,5.0,2830.51,37.1,48.67,217.44,55.79,324.35,379.07,29.13
753,2022-12-18,5.0,2723.69,14.75,53.47,217.44,68.66,398.03,450.44,39.01
754,2022-12-19,5.0,2990.72,8.61,74.03,200.27,61.99,450.34,490.14,52.18
755,2022-12-20,5.0,3124.24,7.49,65.12,191.69,26.7,419.06,456.65,30.65
756,2022-12-21,5.0,2376.56,7.93,65.8,188.83,29.09,363.04,403.46,32.42
757,2022-12-22,5.0,2750.4,5.31,70.6,178.81,56.27,429.27,477.31,36.98
758,2022-12-23,5.0,2002.72,16.76,58.95,134.47,27.89,347.8,366.88,63.84
759,2022-12-24,5.0,1602.17,4.14,49.35,130.18,17.17,166.96,179.94,34.45
760,2022-12-25,5.0,947.95,0.0,15.77,45.78,10.85,169.21,181.66,15.96
761,2022-12-26,5.0,2883.91,32.19,67.86,178.81,37.19,339.5,384.68,48.13
762,2022-12-27,5.0,1735.69,3.97,25.02,183.11,51.02,392.89,421.97,15.71
763,2022-12-28,5.0,1028.06,2.88,21.93,171.66,29.33,181.01,197.08,21.03
764,2022-12-29,5.0,3204.35,24.81,74.71,183.11,41.48,397.56,475.5,57.76
765,2022-12-30,5.0,4165.65,9.83,111.04,180.24,39.1,548.04,620.33,89.17
766,2022-12-31,5.0,2883.91,14.19,49.35,168.8,44.82,481.89,522.57,23.56
767,2023-01-01,5.0,2403.26,13.75,66.49,161.65,32.42,295.17,324.19,61.81
768,2023-01-02,5.0,3204.35,10.95,101.45,157.36,78.2,344.69,407.33,115.51
769,2023-01-03,5.0,2296.45,27.49,45.93,155.93,61.04,357.78,394.04,16.72
770,2023-01-04,5.0,2136.23,10.73,58.95,171.66,34.81,290.67,327.01,19.76
771,2023-01-05,5.0,3124.24,15.42,80.88,175.95,33.86,384.74,447.17,52.18
772,2023-01-06,5.0,2082.82,2.18,42.16,147.34,39.58,302.38,322.74,12.92
773,2023-01-07,5.0,1401.9,3.24,33.59,158.79,20.5,307.29,323.19,14.44
774,2023-01-08,5.0,2563.48,13.52,56.21,174.52,35.29,350.48,406.02,30.91
775,2023-01-09,5.0,3337.86,45.15,63.06,226.02,53.88,575.5,639.11,39.52
776,2023-01-10,5.0,2510.07,2.65,39.76,200.27,31.47,497.72,512.38,9.12
777,2023-01-11,5.0,3524.78,13.52,137.09,197.41,70.57,507.76,576.69,141.86
778,2023-01-12,5.0,2616.88,16.32,61.69,191.69,39.1,453.14,470.09,90.18
779,2023-01-13,5.0,2616.88,19.22,54.15,131.61,35.76,364.02,421.76,88.16
780,2023-01-14,5.0,2483.37,31.29,28.1,144.48,74.39,297.45,308.15,37.49
781,2023-01-15,5.0,1335.14,2.57,26.05,150.2,25.27,289.78,307.72,18.49
782,2023-01-16,5.0,2590.18,18.55,70.6,158.79,35.76,234.46,285.62,56.74
783,2023-01-17,5.0,2483.37,9.72,55.52,173.09,25.99,256.99,306.58,23.81
784,2023-01-18,5.0,2750.4,19.45,79.51,188.83,41.48,278.54,334.5,55.22
785,2023-01-19,5.0,4005.43,14.53,93.22,200.27,64.85,438.23,510.46,129.7
786,2023-01-20,5.0,2910.61,30.85,59.63,197.41,24.8,342.19,385.08,56.24
787,2023-01-21,5.0,2563.48,39.34,49.35,185.97,33.38,294.15,341.65,61.81
788,2023-01-22,5.0,3097.53,14.53,87.74,110.15,77.25,344.15,377.52,184.42
789,2023-01-23,5.0,2910.61,30.85,71.29,124.45,59.6,337.22,369.36,149.97
790,2023-01-24,5.0,1482.01,9.16,41.81,120.16,14.66,236.69,257.53,32.93
791,2023-01-25,5.0,2670.29,32.63,45.24,114.44,20.74,276.2,292.76,28.12
792,2023-01-26,5.0,1268.39,6.65,25.7,140.19,32.42,146.69,159.26,11.4
793,2023-01-27,5.0,1068.12,2.99,16.28,160.22,19.07,197.62,214.34,10.51
794,2023-01-28,5.0,2056.12,4.92,41.47,164.51,24.8,244.9,265.84,26.35
795,2023-01-29,5.0,2510.07,22.13,36.67,177.38,17.88,291.7,302.52,24.83
796,2023-01-30,5.0,1602.17,4.47,26.73,174.52,20.5,290.22,315.29,16.21
797,2023-01-31,5.0,934.6,3.74,16.11,133.04,20.74,166.84,179.18,9.88
798,2023-02-01,5.0,934.6,3.97,17.65,173.09,20.5,134.11,150.96,11.4
799,2023-02-02,5.0,2109.53,5.59,45.24,185.97,27.18,269.76,323.08,21.03
800,2023-02-03,5.0,1468.66,5.64,23.65,200.27,26.23,258.55,292.55,19.76
801,2023-02-04,5.0,1028.06,2.99,17.31,173.09,28.37,169.39,193.73,19.25
802,2023-02-05,5.0,2349.85,6.31,52.09,154.5,21.7,255.04,316.52,24.83
803,2023-02-06,5.0,2883.91,26.82,68.55,191.69,46.25,336.45,376.75,46.61
804,2023-02-07,5.0,1842.5,6.76,34.62,183.11,27.66,344.55,391.23,22.55
805,2023-02-08,5.0,1228.33,5.2,20.73,168.8,30.52,231.48,260.19,20.77
806,2023-02-09,5.0,3177.64,15.2,70.6,194.55,36.72,324.06,369.76,45.6
807,2023-02-10,5.0,3017.43,25.26,65.8,171.66,26.7,329.23,376.62,81.06
808,2023-02-11,5.0,2536.77,33.97,30.85,220.3,41.48,256.04,301.22,81.06
809,2023-02-12,5.0,907.9,1.66,16.96,137.33,28.37,231.62,267.51,19.51
810,2023-02-13,4.0,734.33,2.37,16.62,175.95,25.51,61.46,77.12,22.29
811,2023-02-14,5.0,2029.42,8.38,45.93,197.41,32.9,208.32,259.78,36.48
812,2023-02-15,5.0,2590.18,14.98,69.92,240.33,56.74,362.8,428.01,44.58
813,2023-02-16,5.0,3391.27,26.15,100.08,200.27,74.39,418.81,474.76,168.2
814,2023-02-17,5.0,4806.52,25.26,172.73,197.41,101.09,505.33,601.42,156.04
815,2023-02-18,5.0,3337.86,38.44,98.71,211.72,60.56,402.88,455.92,109.43
816,2023-02-19,5.0,2670.29,25.03,55.52,231.74,49.59,388.03,449.16,127.67
817,2023-02-20,5.0,2937.32,42.47,56.21,208.85,24.56,396.9,477.36,35.46
818,2023-02-21,5.0,3150.94,29.95,60.32,170.23,31.95,356.19,431.97,51.17
819,2023-02-22,5.0,1628.88,7.71,38.04,183.11,36.24,266.52,301.4,30.4
820,2023-02-23,5.0,807.76,0.0,15.25,57.94,13.23,119.33,139.45,23.05
821,2023-02-24,,,,,,,,,
822,2023-02-25,5.0,2536.77,7.93,56.89,237.46,50.54,296.12,348.38,88.16
823,2023-02-26,5.0,2269.74,11.29,48.67,226.02,32.9,341.41,383.46,45.09
824,2023-02-27,5.0,2803.8,29.5,44.55,208.85,108.72,486.4,537.3,85.12
825,2023-02-28,5.0,2536.77,18.1,47.98,185.97,30.52,317.6,376.81,61.81
826,2023-03-01,5.0,2643.59,31.74,38.04,223.16,47.68,281.46,341.95,49.65
827,2023-03-02,5.0,1321.79,3.46,30.16,175.95,28.37,129.42,159.78,28.37
828,2023-03-03,5.0,961.3,1.48,16.45,161.65,23.13,135.18,157.0,20.27
829,2023-03-04,5.0,694.27,0.0,8.65,82.97,12.99,83.66,98.8,18.75
830,2023-03-05,5.0,907.9,1.65,14.22,157.36,22.65,110.75,125.11,21.03
831,2023-03-06,5.0,1401.9,3.21,31.87,151.63,26.7,93.87,126.82,29.64
832,2023-03-07,5.0,1108.17,3.69,28.45,205.99,40.05,174.4,195.97,26.35
833,2023-03-08,5.0,1321.79,2.91,25.7,148.77,17.88,122.97,149.41,27.61
834,2023-03-09,5.0,2536.77,37.55,50.72,148.77,57.7,234.34,278.29,33.44
835,2023-03-10,5.0,2643.59,6.82,59.63,220.3,42.92,249.91,313.83,60.29
836,2023-03-11,5.0,2109.53,7.26,50.04,231.74,26.46,243.78,272.14,48.64
837,2023-03-12,5.0,2456.67,25.48,41.13,240.33,42.92,237.43,285.24,90.18
838,2023-03-13,5.0,2777.1,17.43,47.98,314.71,49.11,389.77,428.15,64.34
839,2023-03-14,5.0,2510.07,23.69,68.55,211.72,31.95,241.86,294.84,56.74
840,2023-03-15,5.0,3097.53,47.83,42.16,268.94,50.07,229.95,287.85,52.18
841,2023-03-16,5.0,2136.23,19.0,33.93,160.22,19.79,200.54,248.3,42.56
842,2023-03-17,5.0,1415.25,15.65,39.41,120.16,19.55,95.83,127.04,33.94
843,2023-03-18,5.0,2429.96,1.31,69.23,144.48,47.68,201.99,230.67,88.16
844,2023-03-19,5.0,1708.98,8.83,23.99,134.47,14.19,165.48,184.0,22.8
845,2023-03-20,5.0,2429.96,10.84,46.61,84.4,21.93,154.14,189.64,31.92
846,2023-03-21,5.0,2403.26,5.92,46.61,117.3,22.17,191.49,198.15,17.23
847,2023-03-22,5.0,2243.04,5.03,32.56,214.58,30.28,184.36,190.18,19.0
848,2023-03-23,5.0,1668.93,1.7,35.3,208.85,31.47,130.93,165.29,29.13
849,2023-03-24,5.0,1668.93,8.27,32.56,251.77,28.13,171.03,196.53,21.53
850,2023-03-25,5.0,2296.45,10.51,56.21,138.76,38.15,143.91,193.19,96.26
851,2023-03-26,5.0,1588.82,13.52,22.28,173.09,22.17,90.73,113.93,18.75
852,2023-03-27,5.0,894.55,2.91,18.34,164.51,30.99,80.27,97.38,24.32
853,2023-03-28,5.0,1815.8,4.02,39.41,214.58,40.05,130.58,169.23,34.45
854,2023-03-29,5.0,2483.37,28.61,38.39,308.99,64.85,247.15,273.76,35.46
855,2023-03-30,5.0,1575.47,10.84,32.9,248.91,36.24,162.81,184.36,30.91
856,2023-03-31,5.0,1161.58,0.68,35.3,160.22,24.8,88.92,103.63,25.59
857,2023-04-01,5.0,2189.64,1.59,39.07,170.23,14.66,179.65,213.56,19.76
858,2023-04-02,5.0,1441.96,7.82,22.28,163.08,42.92,122.3,144.3,26.85
859,2023-04-03,5.0,1842.5,5.36,39.41,194.55,32.42,119.86,162.36,39.52
860,2023-04-04,5.0,2964.02,29.95,39.41,175.95,28.61,202.84,265.74,45.6
861,2023-04-05,5.0,881.2,2.01,21.59,217.44,30.28,66.19,82.45,27.11
862,2023-04-06,5.0,1428.6,6.37,28.45,228.88,48.64,103.44,131.47,31.16
863,2023-04-07,5.0,1028.06,2.96,24.68,240.33,50.54,71.41,93.66,28.63
864,2023-04-08,5.0,2029.42,1.34,45.24,277.52,45.3,137.77,189.14,36.98
865,2023-04-09,5.0,1976.01,15.87,35.3,268.94,51.5,130.73,166.84,39.01
866,2023-04-10,5.0,1495.36,6.82,28.45,251.77,32.42,99.67,131.25,31.41
867,2023-04-11,5.0,988.01,2.57,19.19,237.46,38.62,91.04,109.33,24.07
868,2023-04-12,5.0,974.66,2.57,20.73,214.58,29.8,84.95,105.82,25.84
869,2023-04-13,5.0,1081.47,3.35,23.99,240.33,41.96,99.37,125.99,27.87
870,2023-04-14,5.0,2216.34,3.63,54.15,308.99,40.05,173.36,213.79,71.94
871,2023-04-15,5.0,2483.37,3.49,73.34,303.27,57.7,219.96,257.35,115.51
872,2023-04-16,5.0,2162.93,7.71,45.24,303.27,31.95,192.13,247.97,40.53
873,2023-04-17,5.0,2136.23,5.53,51.41,246.05,47.68,126.3,195.92,67.89
874,2023-04-18,5.0,1468.66,4.86,29.47,300.41,34.81,120.6,153.95,30.4
875,2023-04-19,5.0,1815.8,6.2,36.33,286.1,59.6,135.88,186.18,33.94
876,2023-04-20,5.0,1041.41,4.86,25.36,214.58,34.33,85.72,105.03,28.12
877,2023-04-21,4.0,1495.36,5.53,43.18,128.75,26.23,72.18,108.33,39.01
878,2023-04-22,5.0,2296.45,16.99,41.81,188.83,38.62,140.94,190.33,47.12
879,2023-04-23,5.0,1628.88,10.62,33.24,223.16,28.37,118.25,166.94,52.18
880,2023-04-24,4.0,834.47,0.44,16.79,161.65,14.42,53.28,65.46,20.77
881,2023-04-25,5.0,2136.23,1.09,54.84,174.52,48.16,149.25,202.17,98.29
882,2023-04-26,5.0,1668.93,4.81,45.24,170.23,37.67,121.0,155.94,43.57
883,2023-04-27,5.0,3044.13,21.01,65.8,191.69,43.87,225.31,279.55,58.26
884,2023-04-28,5.0,2910.61,3.07,64.43,150.2,40.05,203.83,261.95,49.65
885,2023-04-29,4.0,1255.04,5.7,23.65,160.22,17.17,72.15,91.61,26.35
886,2023-04-30,5.0,1308.44,0.35,27.08,133.04,13.71,79.97,96.81,24.83
887,2023-05-01,4.0,1121.52,0.47,21.76,80.82,13.95,69.05,80.29,9.75
888,2023-05-02,5.0,1949.31,2.15,34.27,145.91,15.5,162.74,201.52,15.2
889,2023-05-03,5.0,2616.88,3.69,63.06,111.58,27.18,190.86,240.13,26.35
890,2023-05-04,5.0,2803.8,7.26,62.38,228.88,42.44,269.61,294.06,82.08
891,2023-05-05,5.0,1642.23,5.76,25.7,226.02,43.87,119.28,138.71,21.79
892,2023-05-06,5.0,1214.98,2.18,17.14,308.99,55.79,181.43,197.11,20.52
893,2023-05-07,5.0,1668.93,1.87,30.16,214.58,20.5,124.42,158.98,32.17
894,2023-05-08,5.0,1708.98,2.88,45.24,231.74,53.88,114.21,162.13,52.18
895,2023-05-09,5.0,1522.06,3.44,26.39,274.66,41.48,116.64,158.43,32.42
896,2023-05-10,5.0,1922.61,2.49,42.5,268.94,34.81,111.82,158.95,42.05
897,2023-05-11,5.0,2616.88,15.87,48.67,334.74,38.62,188.42,238.69,48.64
898,2023-05-12,5.0,2456.67,7.26,51.41,326.16,35.76,186.04,231.06,51.68
899,2023-05-13,5.0,1428.6,2.18,30.16,246.05,22.17,130.06,157.06,66.88
900,2023-05-14,5.0,2510.07,1.98,57.58,257.49,33.86,220.07,265.24,83.09
901,2023-05-15,5.0,3417.97,15.87,61.69,317.57,42.44,301.26,360.98,86.13
902,2023-05-16,5.0,2269.74,7.38,44.55,400.54,66.76,205.49,263.61,77.01
903,2023-05-17,5.0,1188.28,4.19,28.1,251.77,29.8,112.59,167.34,34.96
904,2023-05-18,5.0,2082.82,11.29,38.39,263.21,40.53,183.44,242.8,32.93
905,2023-05-19,5.0,934.6,2.15,21.08,251.77,35.76,87.8,127.3,28.37
906,2023-05-20,5.0,1495.36,2.71,35.64,203.13,26.94,96.83,127.38,35.46
907,2023-05-21,5.0,1869.2,0.96,46.61,234.6,31.95,142.07,197.08,89.17
908,2023-05-22,5.0,1495.36,1.16,29.13,251.77,22.41,186.48,237.24,48.13
909,2023-05-23,5.0,1161.58,1.44,14.91,277.52,20.27,157.21,194.56,27.87
910,2023-05-24,5.0,834.47,0.48,10.28,197.41,18.12,113.21,136.62,20.77
911,2023-05-25,5.0,2376.56,1.26,56.21,171.66,29.56,197.83,233.07,43.57
912,2023-05-26,5.0,1735.69,0.99,28.45,177.38,30.99,166.54,184.26,22.8
913,2023-05-27,5.0,1121.52,1.42,21.08,223.16,15.5,88.54,108.78,24.32
914,2023-05-28,5.0,1682.28,9.5,36.33,180.24,21.93,159.18,193.25,49.65
915,2023-05-29,5.0,2964.02,4.36,69.23,185.97,38.62,228.16,303.63,56.74
916,2023-05-30,5.0,2643.59,6.31,59.63,220.3,38.15,207.13,278.14,52.18
917,2023-05-31,5.0,1428.6,5.76,27.42,228.88,48.16,107.27,136.42,28.88
918,2023-06-01,5.0,774.38,1.29,13.71,185.97,28.61,90.39,101.58,20.52
919,2023-06-02,5.0,1028.06,0.53,26.39,208.85,37.67,96.3,117.49,23.81
920,2023-06-03,5.0,1295.09,2.35,25.7,251.77,36.24,76.8,104.88,29.39
921,2023-06-04,5.0,1695.63,8.38,31.53,223.16,22.89,113.56,141.43,31.92
922,2023-06-05,5.0,1268.39,3.3,23.65,234.6,36.24,119.05,146.54,29.64
923,2023-06-06,5.0,1615.52,3.91,31.53,248.91,35.29,136.07,170.52,33.44
924,2023-06-07,5.0,1108.17,2.71,21.25,286.1,58.17,78.78,98.67,26.35
925,2023-06-08,5.0,921.25,1.56,19.71,308.99,53.41,82.16,91.66,27.61
926,2023-06-09,5.0,1895.9,9.05,38.73,211.72,28.85,126.55,168.27,33.94
927,2023-06-10,5.0,694.27,1.61,12.51,248.91,35.76,74.93,94.98,22.55
928,2023-06-11,5.0,674.25,1.87,16.28,191.69,23.13,48.39,86.06,21.53
929,2023-06-12,4.0,594.14,1.75,13.02,163.08,21.7,65.77,144.6,21.53
930,2023-06-13,4.0,560.76,1.79,12.34,178.81,20.03,51.62,105.89,20.01
931,2023-06-14,3.0,427.25,1.1,9.08,138.76,13.59,25.75,37.4,16.21
932,2023-06-15,3.0,337.12,0.66,6.94,121.59,9.3,13.59,22.53,12.54
933,2023-06-16,3.0,433.92,0.89,9.85,123.02,12.4,22.64,33.12,14.57
934,2023-06-17,4.0,1468.66,1.37,38.04,105.86,24.56,70.54,105.25,34.45
935,2023-06-18,3.0,894.55,0.89,23.99,123.02,20.27,36.56,54.88,23.81
936,2023-06-19,4.0,540.73,1.87,12.0,158.79,18.12,27.43,31.92,17.48
937,2023-06-20,3.0,961.3,0.29,25.02,120.16,17.64,38.41,57.05,20.27
938,2023-06-21,3.0,741.0,0.32,12.68,95.84,20.27,46.66,49.63,5.38
939,2023-06-22,3.0,527.38,0.47,13.02,111.58,16.21,22.12,26.56,11.4
940,2023-06-23,5.0,2269.74,18.1,50.04,72.24,26.23,105.89,152.16,47.12
941,2023-06-24,5.0,847.82,0.11,13.19,100.14,12.16,75.91,77.89,18.49
942,2023-06-25,4.0,834.47,0.21,10.02,85.12,8.82,68.22,69.76,11.65
943,2023-06-26,3.0,727.65,0.62,14.22,85.12,11.09,31.88,38.77,17.48
944,2023-06-27,3.0,527.38,0.77,8.57,124.45,8.34,27.12,30.84,15.71
945,2023-06-28,3.0,587.46,0.3,8.74,120.16,8.58,32.13,36.86,10.39
946,2023-06-29,3.0,907.9,0.32,21.59,94.41,10.37,37.15,39.58,4.5
947,2023-06-30,4.0,1121.52,0.19,24.33,40.41,19.31,54.94,60.48,7.28
948,2023-07-01,2.0,547.41,0.37,9.42,58.65,6.85,17.93,21.03,4.37
949,2023-07-02,4.0,1588.82,0.95,53.47,43.99,29.33,71.43,89.47,42.05
950,2023-07-03,3.0,1108.17,0.68,22.96,27.89,16.21,38.17,50.46,9.63
951,2023-07-04,4.0,1188.28,0.99,19.36,47.21,8.23,59.65,61.24,6.21
952,2023-07-05,3.0,1028.06,0.21,18.51,49.35,9.06,46.9,48.03,6.97
953,2023-07-06,4.0,1041.41,0.46,19.71,65.09,13.47,58.73,69.15,7.47
954,2023-07-07,3.0,741.0,0.78,11.65,79.39,9.3,43.07,44.62,4.62
955,2023-07-08,4.0,674.25,0.88,15.08,94.41,9.78,55.41,57.15,3.99
956,2023-07-09,4.0,660.9,0.62,11.31,64.37,6.85,64.19,66.77,6.52
957,2023-07-10,4.0,720.98,0.32,19.19,72.96,9.78,67.11,69.73,12.16
958,2023-07-11,3.0,834.47,0.57,22.28,70.81,11.09,44.82,58.9,9.5
959,2023-07-12,4.0,867.84,1.93,15.08,72.24,10.37,64.98,76.21,7.6
960,2023-07-13,4.0,1174.93,2.71,20.22,107.29,10.37,74.45,78.34,7.6
961,2023-07-14,5.0,1214.98,0.67,21.08,45.06,12.52,85.71,100.44,9.37
962,2023-07-15,5.0,1735.69,12.85,27.42,69.38,13.35,94.56,123.29,14.95
963,2023-07-16,5.0,1281.74,1.12,18.68,151.63,8.82,115.17,119.45,11.65
964,2023-07-17,4.0,781.06,0.78,11.65,103.0,8.94,52.86,58.15,12.29
965,2023-07-18,3.0,607.49,0.49,9.42,107.29,8.34,28.11,37.8,8.11
966,2023-07-19,3.0,540.73,0.0,6.17,48.64,5.07,25.97,31.55,6.27
967,2023-07-20,5.0,720.98,1.17,9.34,148.77,10.01,82.94,93.53,14.19
968,2023-07-21,4.0,647.54,0.92,7.71,143.05,8.46,73.0,81.69,13.93
969,2023-07-22,4.0,487.33,0.66,6.6,147.34,6.74,51.05,53.26,8.87
970,2023-07-23,3.0,494.0,0.52,6.43,118.73,6.2,44.88,47.85,7.22
971,2023-07-24,5.0,640.87,1.02,11.65,144.48,8.58,80.33,87.22,8.23
972,2023-07-25,4.0,781.06,0.86,15.25,47.21,9.54,52.44,61.58,7.09
973,2023-07-26,4.0,854.49,0.37,17.48,75.1,12.76,62.65,67.61,8.11
974,2023-07-27,4.0,847.82,1.37,15.94,91.55,11.8,59.78,70.9,11.91
975,2023-07-28,5.0,907.9,2.32,17.14,157.36,21.22,80.04,87.05,8.87
976,2023-07-29,4.0,1134.87,0.17,20.73,59.37,13.95,66.39,70.61,7.6
977,2023-07-30,3.0,567.44,2.79,14.05,68.66,11.32,25.74,33.51,7.66
978,2023-07-31,5.0,974.66,0.49,20.22,140.19,17.64,82.21,98.54,8.49
979,2023-08-01,4.0,814.44,3.02,18.85,90.12,22.89,53.23,67.09,8.61
980,2023-08-02,5.0,988.01,0.64,22.62,77.96,21.22,102.97,112.94,7.35
981,2023-08-03,5.0,1255.04,4.86,20.73,87.98,12.76,111.18,123.74,12.03
982,2023-08-04,3.0,794.41,0.43,13.54,67.23,10.01,38.8,45.4,6.08
983,2023-08-05,5.0,1121.52,1.45,22.96,124.45,19.07,82.54,92.87,7.54
984,2023-08-06,4.0,947.95,0.3,15.59,48.64,12.04,55.95,58.99,5.89
985,2023-08-07,2.0,527.38,1.65,15.42,55.79,12.76,16.35,28.52,11.65
986,2023-08-08,3.0,921.25,1.9,26.39,80.82,14.19,41.93,63.61,10.51
987,2023-08-09,2.0,587.46,1.1,17.82,50.78,15.5,22.81,32.06,10.64
988,2023-08-10,3.0,774.38,4.75,19.36,90.12,17.88,38.4,55.99,11.02
989,2023-08-11,3.0,747.68,2.51,20.39,103.0,14.66,33.15,52.32,13.55
990,2023-08-12,2.0,447.27,1.4,11.48,74.39,8.46,19.35,34.96,13.55
991,2023-08-13,3.0,774.38,0.98,22.62,69.38,15.02,35.05,53.61,15.07
992,2023-08-14,5.0,1895.9,8.83,37.7,66.52,24.08,116.83,153.2,14.95
993,2023-08-15,5.0,1789.09,24.81,24.33,151.63,18.84,108.35,137.29,13.17
994,2023-08-16,4.0,827.79,4.81,19.71,108.72,16.21,67.21,80.04,11.27
995,2023-08-17,4.0,1041.41,1.36,33.59,48.64,24.32,58.89,85.14,12.03
996,2023-08-18,5.0,1268.39,1.19,27.76,105.86,16.21,82.3,107.36,15.07
997,2023-08-19,4.0,1161.58,0.8,7.97,108.72,7.15,67.87,69.4,6.52
998,2023-08-20,5.0,700.95,0.7,10.97,133.04,6.44,80.55,90.72,11.27
999,2023-08-21,5.0,881.2,2.15,11.48,108.72,12.16,95.7,110.89,8.87
1000,2023-08-22,4.0,814.44,0.39,13.71,81.54,13.95,70.36,76.28,6.4
1001,2023-08-23,3.0,774.38,1.7,15.08,104.43,15.14,42.09,45.07,5.57
1002,2023-08-24,3.0,614.17,0.5,13.19,43.99,10.01,26.88,34.97,5.64
1003,2023-08-25,3.0,540.73,2.21,16.45,105.86,14.42,33.61,53.2,12.92
1004,2023-08-26,3.0,480.65,2.99,11.14,111.58,10.61,36.48,51.24,11.78
1005,2023-08-27,3.0,423.91,1.51,10.62,101.57,8.46,30.02,50.19,13.3
1006,2023-08-28,4.0,814.44,1.93,18.51,110.15,13.95,57.84,81.54,9.88
1007,2023-08-29,5.0,1562.12,22.13,19.36,135.9,17.4,96.1,138.29,17.73
1008,2023-08-30,5.0,1789.09,26.15,21.93,147.34,17.64,121.61,171.7,21.28
1009,2023-08-31,5.0,1388.55,4.97,32.9,163.08,21.22,133.61,197.32,21.53
1010,2023-09-01,5.0,988.01,5.09,21.93,175.95,21.46,120.06,171.89,19.25
1011,2023-09-02,5.0,734.33,2.18,16.62,158.79,14.78,110.95,151.27,19.0
1012,2023-09-03,5.0,834.47,4.36,18.34,165.94,17.17,91.28,122.91,20.77
1013,2023-09-04,5.0,1174.93,7.15,22.28,197.41,33.86,148.75,177.49,14.69
1014,2023-09-05,5.0,1148.22,1.03,13.37,117.3,8.94,113.19,122.47,9.37
1015,2023-09-06,4.0,1214.98,3.41,22.28,115.87,20.98,73.48,87.46,15.45
1016,2023-09-07,4.0,1134.87,0.67,13.02,130.18,8.46,74.95,82.06,9.75
1017,2023-09-08,4.0,841.14,0.58,8.91,107.29,7.99,57.87,61.02,5.13
1018,2023-09-09,3.0,807.76,1.22,13.37,77.25,6.74,37.31,38.27,4.43
1019,2023-09-10,3.0,894.55,0.88,13.54,45.42,6.85,38.64,40.6,5.32
1020,2023-09-11,4.0,1054.76,1.27,21.08,53.64,11.44,59.82,71.06,8.99
1021,2023-09-12,4.0,1321.79,1.79,26.05,76.53,15.02,71.04,86.64,9.75
1022,2023-09-13,4.0,1375.2,0.98,23.65,60.08,14.31,65.5,79.52,10.01
1023,2023-09-14,5.0,1361.85,5.09,22.96,69.38,11.09,104.57,121.9,13.68
1024,2023-09-15,3.0,741.0,0.55,8.05,110.15,7.03,41.02,45.24,9.75
1025,2023-09-16,3.0,674.25,0.42,10.8,66.52,7.63,49.91,52.23,4.5
1026,2023-09-17,5.0,988.01,1.47,15.59,58.65,11.8,83.36,97.13,10.13
1027,2023-09-18,5.0,1388.55,12.96,39.76,61.51,17.64,99.54,118.89,19.0
1028,2023-09-19,5.0,1068.12,4.08,29.13,125.89,28.13,97.48,111.8,13.55
1029,2023-09-20,5.0,2162.93,2.21,61.01,173.09,19.79,211.58,242.44,26.6
1030,2023-09-21,5.0,1255.04,5.25,23.65,118.73,20.5,114.5,132.01,12.79
1031,2023-09-22,3.0,674.25,0.95,12.17,53.64,10.37,29.95,37.41,6.97
1032,2023-09-23,2.0,607.49,0.98,12.85,75.1,7.39,20.89,28.46,8.61
1033,2023-09-24,5.0,2403.26,18.78,48.67,134.47,30.04,165.32,226.79,58.77
1034,2023-09-25,5.0,1161.58,6.43,24.33,117.3,12.28,78.0,98.02,12.67
1035,2023-09-26,5.0,2510.07,23.25,45.24,123.02,19.31,184.9,228.22,24.83
1036,2023-09-27,5.0,3311.16,26.38,60.32,191.69,25.27,362.99,430.25,39.52
1037,2023-09-28,5.0,3097.53,43.81,73.34,226.02,67.71,366.69,428.2,28.12
1038,2023-09-29,5.0,1949.31,14.53,48.67,280.38,48.64,263.63,313.45,25.59
1039,2023-09-30,5.0,1134.87,0.0,13.19,44.7,10.85,204.3,232.82,8.23
1040,2023-10-01,,,,,,,,,
1041,2023-10-02,5.0,2750.4,13.19,45.24,125.89,29.56,250.72,292.51,23.05
1042,2023-10-03,5.0,1562.12,6.82,33.59,104.43,16.45,158.62,171.76,16.47
1043,2023-10-04,3.0,881.2,1.12,16.96,95.84,12.64,38.85,51.55,8.61
1044,2023-10-05,5.0,2857.21,23.47,48.67,86.55,21.7,188.28,253.53,27.36
1045,2023-10-06,5.0,3017.43,10.39,65.8,248.91,44.82,315.14,386.09,90.18
1046,2023-10-07,5.0,2429.96,12.96,43.87,231.74,33.86,285.68,338.0,81.06
